the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,186102,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,185714,>1m <=5m,ATBI DATABASE,,1446923821000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923821000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000008B3EF12C99F654C05BD45CAB93BC4140,186130,0101000020110F0000E7D45C89DACD61C1598F3F9047215041,185740,>1m <=5m,ATBI DATABASE,,1446923834000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241123,3929269,35.47325,-83.853095,Lake Cheoah-Little Tennessee River,Twentymile Creek,1867.777954,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923834000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000663B53A6C0F654C0F94DD8B3A4BC4140,186128,0101000020110F0000B70CDE0FFCCD61C1095CAF5359215041,185738,>1m <=5m,ATBI DATABASE,,1446923833000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240906,3929333,35.47377,-83.855504,Lake Cheoah-Little Tennessee River,Twentymile Creek,1829.446899,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923833000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000065F4CC6026F654C0846587606BBD4140,186133,0101000020110F0000102D010A79CD61C114632D8728225041,185743,>1m <=5m,ATBI DATABASE,,1446923835000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241780,3929981,35.479833,-83.846088,Lake Cheoah-Little Tennessee River,Twentymile Creek,2079.277832,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923835000,GRSM,UNR,,8,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1280275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,general
0101000020E6100000C53781DAA9F654C0E7045040DEBD4140,186129,0101000020110F0000DBD880B3E8CD61C1445AE456A0225041,185739,>1m <=5m,ATBI DATABASE,,1446923833000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241063,3930391,35.483338,-83.854113,Lake Cheoah-Little Tennessee River,,2517.624512,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923833000,GRSM,UNR,,4,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1280275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,general
0101000020E6100000E14D663815F754C012FF5CA6F9BD4140,186126,0101000020110F00003E4F48E343CE61C1F4B899EABC225041,185736,>1m <=5m,ATBI DATABASE,,1446923832000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240471,3930501,35.484174,-83.860666,Lake Cheoah-Little Tennessee River,,2305.915527,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923832000,GRSM,UNR,,6,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1280275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,general
0101000020E6100000E17A7FDC6EF654C0D4595176FFBD4140,186132,0101000020110F0000083C5D99B6CD61C177E58EFAC2225041,185742,>1m <=5m,ATBI DATABASE,,1446923835000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241393,3930494,35.484352,-83.850512,Lake Cheoah-Little Tennessee River,,2381.329102,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923835000,GRSM,UNR,,6,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1280275200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,general
0101000020E6100000B5F7C3111CF254C0732B2DF874BD4140,186136,0101000020110F0000BB8DB0990ACA61C18FEB508832225041,185746,>1m <=5m,ATBI DATABASE,,1446923837000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247510,3929850,35.480125,-83.782959,Eagle Creek,,1971.680664,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923837000,GRSM,UNR,,8,,,Lakeshore Trail,Lakeview Drive West,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1082851200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000D4762A509F754C0E4C1FE411DCC4140,186127,0101000020110F000026D2CA0E3ACE61C1C27B57D07E315041,185737,>1m <=5m,ATBI DATABASE,,1446923832000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240891,3942755,35.594636,-83.85996,Abrams Creek Lower,More Licker Branch,1693.188965,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923832000,GRSM,UNR,,3,,,Abrams Falls Trail,Abrams Falls Parking Lot,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899769600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000067C8393047F054C03C45F57356C54140,186137,0101000020110F000047A62A617CC861C1D2C3AA7E6B2A5041,185747,>1m <=5m,ATBI DATABASE,,1446923837000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,250298,3936608,35.541694,-83.754341,Eagle Creek,Tub-Mill Creek,3415.927002,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446923837000,GRSM,UNR,,4,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902188800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F74DA1C069FC54C07414634A38C14140,186098,0101000020110F00001A6110C9CAD261C14B21166C1F265041,185710,>1m <=5m,ATBI DATABASE,,1446923819000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923819000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,990403200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001D8EC56E93FC54C0D1096E92C9C04140,186096,0101000020110F00001EF6372FEED261C16BCE42E8AB255041,185708,>1m <=5m,ATBI DATABASE,,1446923818000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232755,3933168,35.506145,-83.946494,Chilhowee Lake,,1927.298462,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923818000,GRSM,UNR,,3,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,988848000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000853047279CFD54C03453520E83C14140,186094,0101000020110F000061490803CFD361C1A34CDF6D6D265041,185706,>1m <=5m,ATBI DATABASE,,1446923816000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,231308,3933840,35.511805,-83.962652,Chilhowee Lake,Maynard Creek,1361.642578,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923816000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000D6F8C6BC80FE54C0EC867E9143C24140,186090,0101000020110F00005679F62591D461C1D62D6E4C36275041,185702,>1m <=5m,ATBI DATABASE,,1446923814000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230062,3934530,35.51768,-83.976603,Chilhowee Lake,Cattail Branch,1037.384033,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923814000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000450F7753DCFE54C09B7BF31BA6C24140,186089,0101000020110F000009FD3DEFDED461C12CEB6C1F9D275041,185701,>1m <=5m,ATBI DATABASE,,1446923813000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229565,3934879,35.520687,-83.982193,Chilhowee Lake,Tabcat Creek,1078.357666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923813000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008DCD54A915FF54C0EC91FE456DC34140,186088,0101000020110F0000D79328A10FD561C18FFBBAF46C285041,185700,>1m <=5m,ATBI DATABASE,,1446923813000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229268,3935563,35.526765,-83.985693,Chilhowee Lake,Tabcat Creek,1349.492432,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446923813000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000090160CE683FF54C04DAD14955CC34140,186083,0101000020110F0000F77C05416DD561C165F4AC895B285041,185695,>1m <=5m,ATBI DATABASE,,1446923809000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228656,3935525,35.526256,-83.992421,Chilhowee Lake,Tabcat Creek,977.862732,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446923809000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1236038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,by hand, , ,cert,ATBI Xeric Cliffs Flora
0101000020E61000002DBC563865FF54C0D57BDD3B0DC44140,186085,0101000020110F00006B4ADD3253D561C16A1FF0E313295041,185697,>1m <=5m,ATBI DATABASE,,1446923811000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228844,3936118,35.531647,-83.990549,Chilhowee Lake,Shop Creek,875.857117,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446923811000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hydrangea_radiata,Hydrangea  radiata,19782,Silver-leaf Hydrangea,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Rosales, , , , ,Hydrangeaceae, ,~,by hand, , ,cert,INHS plant survey
