the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,168805,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,168492,>1m <=5m,ATBI DATABASE,,1446913966000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913966000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000D18EA7BAC7F754C0F1F031671CBB4140,168816,0101000020110F0000E31FD37EDBCE61C150D0A43CC01F5041,168501,>1m <=5m,ATBI DATABASE,,1446913971000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239410,3928047,35.461797,-83.871561,Lake Cheoah-Little Tennessee River,,1636.599854,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913971000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000045E4DF5AD2F754C05C79B2632FBB4140,168815,0101000020110F000083C31B85E4CE61C1938ED108D41F5041,168500,>1m <=5m,ATBI DATABASE,,1446913971000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239353,3928113,35.462377,-83.87221,Lake Cheoah-Little Tennessee River,Little Tennessee River,1676.127441,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913971000,GRSM,UNR,,8,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000064B6EDD925F754C00A88EB464FBC4140,168818,0101000020110F0000FAFF330352CE61C1F1B16E3D00215041,168503,>1m <=5m,ATBI DATABASE,,1446913972000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240337,3929060,35.471163,-83.861681,Lake Cheoah-Little Tennessee River,Twentymile Creek,1823.44873,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913972000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000006C10DC979FEA54C0C4659A9227B84140,168830,0101000020110F0000D17DBFEFAEC361C11C208E2FAB1C5041,168515,>1m <=5m,ATBI DATABASE,,1446913979000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258001,3924961,35.438701,-83.665987,Lower Fontana Lake-Little Tennessee River,,1735.524536,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913979000,GRSM,UNR,,9,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056067200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000DE8B6C3D9CEA54C002CA531437B84140,168831,0101000020110F0000F7A9AD16ACC361C11599B359BB1C5041,168516,>1m <=5m,ATBI DATABASE,,1446913979000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258021,3925013,35.439174,-83.665782,Lower Fontana Lake-Little Tennessee River,,1711.532104,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913979000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056067200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000029B7BDD5A1EA54C0DB5908332CB84140,168829,0101000020110F00003C4D25D7B0C361C157C93B02B01C5041,168514,>1m <=5m,ATBI DATABASE,,1446913978000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257989,3924977,35.438842,-83.666124,Lower Fontana Lake-Little Tennessee River,,1711.106567,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913978000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056067200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003FC901E1A1EA54C0329469ED23B84140,168828,0101000020110F00006ABEB6E0B0C361C10F9DC662A71C5041,168513,>1m <=5m,ATBI DATABASE,,1446913977000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257988,3924949,35.43859,-83.666126,Lower Fontana Lake-Little Tennessee River,,1717.50415,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913977000,GRSM,UNR,,8,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056067200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000059AD89EEA1E254C0838EFC1F32BB4140,168835,0101000020110F0000230E3E8EE5BC61C1442E08E3D61F5041,168519,>1m <=5m,ATBI DATABASE,,1446913981000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269405,3927298,35.46246,-83.541129,Noland Creek,,2369.100586,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913981000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088294400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1BD581051E354C0BA68E986BDBB4140,168833,0101000020110F0000823F9C4B7ABD61C19A08E53F68205041,168517,>1m <=5m,ATBI DATABASE,,1446913980000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268447,3927795,35.466715,-83.551819,Fontana Lake-Tuckasegee River,Goldmine Branch,2411.345215,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913980000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F1BD7BB741E354C07D6CD15D2DBA4140,168834,0101000020110F0000CA55D3426DBD61C16413CEFFC61E5041,168518,>1m <=5m,ATBI DATABASE,,1446913980000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268497,3926438,35.454503,-83.550882,Fontana Lake-Tuckasegee River,Goldmine Branch,1861.640625,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913980000,GRSM,UNR,,7,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000163AACF97CE254C07B7CC1F588BA4140,168836,0101000020110F0000C872202BC6BC61C1CA84B67F261F5041,168520,>1m <=5m,ATBI DATABASE,,1446913981000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269595,3926720,35.457298,-83.538874,Noland Creek,Laurel Branch,2137.520996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913981000,GRSM,UNR,,1,,,Tunnel Bypass Trail NC,Lakeview Drive East,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087603200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000768A4A3B1DF54C0F5A1C8F01EBA4140,168837,0101000020110F0000EDA621A266BA61C12A7A5AF5B71E5041,168521,>1m <=5m,ATBI DATABASE,,1446913982000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273549,3926260,35.454062,-83.495213,Fontana Lake-Tuckasegee River,Little Peachtree Creek,2351.469727,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913982000,GRSM,UNR,,5,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1219449600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000592E9A1C7EC754C0BCEABA1DC5DF4140,168839,0101000020110F0000AB6A16C5D8A561C10BC6FE640B465041,168523,>1m <=5m,ATBI DATABASE,,1446913983000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308575,3958087,35.748196,-83.117068,Big Creek,Big Creek,1876.787476,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446913983000,GRSM,UNR,,2,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000092E5AD853CD354C035DD4FF339C14140,168838,0101000020110F000017047F1DD2AF61C198C06D2721265041,168522,>1m <=5m,ATBI DATABASE,,1446913982000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291361,3931989,35.509574,-83.300565,Lower Oconaluftee River,,2013.839355,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446913982000,GRSM,UNR,,5,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999216000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000512892E255F454C0AEC860B386CF4140,168824,0101000020110F00003758828BEECB61C17D03D03B0F355041,168509,>1m <=5m,ATBI DATABASE,,1446913975000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244802,3945602,35.621291,-83.817738,Abrams Creek Upper,,2337.342773,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913975000,GRSM,UNR,,2,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1345507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000005970350132F654C03CF3382D34CC4140,168822,0101000020110F00006874DEE982CD61C1149665C096315041,168507,>1m <=5m,ATBI DATABASE,,1446913974000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242086,3942798,35.595335,-83.846798,Abrams Creek Upper,,1719.81543,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913974000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000F74DA1C069FC54C07414634A38C14140,168799,0101000020110F00001A6110C9CAD261C14B21166C1F265041,168486,>1m <=5m,ATBI DATABASE,,1446913963000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,232997,3933536,35.509524,-83.94395,Chilhowee Lake,,2225.775391,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913963000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Euphorbia_corollata,Euphorbia  corollata,15714,Flowering Spurge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,990403200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Euphorbiales, , , , ,Euphorbiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
