the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000001E91B7A8EBF554C0E50C9407EEBD4140,175215,0101000020110F00001B56402B47CD61C1FE24DECBB0225041,174851,>1m <=5m,ATBI DATABASE,,1446917617000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242118,3930414,35.48382,-83.842504,Lake Cheoah-Little Tennessee River,,2194.496582,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917617000,GRSM,UNR,,5,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003E50204C27C754C063B47F7FF9DF4140,175262,0101000020110F00006A44D5098FA561C1C341F23542465041,174899,>1m <=5m,ATBI DATABASE,,1446917644000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309058,3958254,35.749795,-83.11177,Big Creek,Big Creek,1735.755127,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446917644000,GRSM,UNR,,7,,,Baxter Creek Trail,Big Creek Campground Loop Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961545600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000AF14926467C354C0D4735DC8C8D24140,175264,0101000020110F000006698CCA5FA261C1D563EBD176385041,174901,>1m <=5m,ATBI DATABASE,,1446917645000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314117,3946710,35.646746,-83.053182,Lower Cataloochee Creek,Hoglen Branch,3699.446533,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917645000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898473600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000530D9DCCAFC754C065C24A6DB8CD4140,175259,0101000020110F0000547432F802A661C1F911154B2C335041,174896,>1m <=5m,ATBI DATABASE,,1446917643000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307963,3942450,35.607184,-83.120101,Upper Cataloochee Creek,,3316.39917,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917643000,GRSM,UNR,,4,,,Big Fork Ridge Trail,Cataloochee Entrance Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899856000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D1BFFCCCFBC654C07DA53C9209CC4140,175261,0101000020110F0000088FC1186AA561C1916895406A315041,174898,>1m <=5m,ATBI DATABASE,,1446917644000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308927,3940970,35.594035,-83.109115,Upper Cataloochee Creek,Clontz Branch,3122.708008,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917644000,GRSM,UNR,,4,,,Caldwell Fork Trail,Cataloochee Entrance Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902188800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B195BDAD9C654C024719B18AEC94140,175263,0101000020110F00009CD1CC434DA561C1D8A89507F42E5041,174900,>1m <=5m,ATBI DATABASE,,1446917645000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309071,3938923,35.575619,-83.107043,Upper Cataloochee Creek,Double Gap Branch,4174.820801,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917645000,GRSM,UNR,,8,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,175257,0101000020110F00000064176F0AA761C1A5C27153A2325041,174894,>1m <=5m,ATBI DATABASE,,1446917642000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917642000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BFA08F763FC854C02C05D7EE34CD4140,175258,0101000020110F0000D731B8FB7CA661C1C4E3AFEFA2325041,174895,>1m <=5m,ATBI DATABASE,,1446917642000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307159,3942022,35.603171,-83.12887,Upper Cataloochee Creek,Hurricane Creek,3077.348633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446917642000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,175255,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,174892,>1m <=5m,ATBI DATABASE,,1446917640000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446917640000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B9CC0A54C5D254C03CC26E7A85C24140,175254,0101000020110F0000182C41E26CAF61C15058B0127B275041,174891,>1m <=5m,ATBI DATABASE,,1446917640000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292047,3933096,35.519692,-83.29329,Lower Raven Fork,,2151.385254,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446917640000,GRSM,UNR,,4,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000054A4FDCD13DF54C023110F72A8D54140,175250,0101000020110F00001A589995E0B961C1F6C3D6CA773B5041,174887,>1m <=5m,ATBI DATABASE,,1446917637000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275026,3950105,35.669196,-83.48558,Le Conte Creek,Le Conte Creek,2990.438721,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446917637000,GRSM,UNR,,6,,,Rainbow Falls Trail,"Rainbow Falls, Bull Head Parking A",Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,869443200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001973AC92F5DF54C086720964CFD74140,175249,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,174886,>1m <=5m,ATBI DATABASE,,1446917637000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446917637000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,175253,0101000020110F00009E9A3F6E46B561C10509A88694455041,174890,>1m <=5m,ATBI DATABASE,,1446917639000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446917639000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009554DB1D17DA54C0934C768FD3DD4140,175252,0101000020110F00009700F74AA4B561C1AFB867C502445041,174889,>1m <=5m,ATBI DATABASE,,1446917639000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282254,3957009,35.733012,-83.407657,Little Pigeon River Middle,Little Pigeon River,1400.71875,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446917639000,GRSM,UNR,,2,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897609600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FF40CBE35EDC54C07C74649198DD4140,175251,0101000020110F0000C43F721794B761C190E9DB0CC5435041,174888,>1m <=5m,ATBI DATABASE,,1446917638000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279026,3956889,35.731212,-83.443288,Dudley Creek,Duds Branch,1711.727783,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446917638000,GRSM,UNR,,9,,,Duds Branch Concession Horse Trail,Dudley Creek Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897436800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007F1BE8F595EC54C0FB69091D27D24140,175236,0101000020110F0000C078E79859C561C1115010DCCD375041,174873,>1m <=5m,ATBI DATABASE,,1446917630000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255834,3947571,35.641812,-83.696649,Little River-Crooked Creek,,1480.345947,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446917630000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933724800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000092C175B882E154C086F61B41F8D54140,175248,0101000020110F0000DD7A85A0F1BB61C1D8624C3ACB3B5041,174885,>1m <=5m,ATBI DATABASE,,1446917636000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271591,3950463,35.671632,-83.523599,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1637.876953,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446917636000,GRSM,UNR,,6,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000969FB46D21EB54C04C1C9951B0C24140,175238,0101000020110F00001038A9341DC461C1A2FFBCC6A7275041,174875,>1m <=5m,ATBI DATABASE,,1446917631000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257529,3934111,35.520999,-83.673911,Hazel Creek,Big Flats Branch,2746.29834,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446917631000,GRSM,UNR,,4,,,Bone Valley Trail,Upper Tremont Road,Valid,Galium_circaezans_v_circaezans,Galium  circaezans v. circaezans,17015,Licorice Bedstraw,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089072000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Rubiales, , , , ,Rubiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
