the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,89601,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,89144,>1m <=5m,ATBI DATABASE,,1446873634000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873634000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000D263BF7A7EFB54C04531664365BE4140,89501,0101000020110F00000C4DCEF702D261C1C22831292D235041,89045,>1m <=5m,ATBI DATABASE,,1446873585000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234227,3931049,35.487458,-83.929591,Chilhowee Lake,,2053.605713,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446873585000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000562B2FD378FB54C0847D10096CBE4140,89502,0101000020110F0000E2CC632AFED161C187F4803934235041,89046,>1m <=5m,ATBI DATABASE,,1446873585000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234259,3931071,35.487665,-83.929245,Chilhowee Lake,,2079.214355,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446873585000,GRSM,UNR,,10,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000002ACCD6553CF854C0D3B6DAFDC9BE4140,89781,0101000020110F00009BF271873ECF61C16D4D6A3A96235041,89324,>1m <=5m,ATBI DATABASE,,1446873726000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238857,3931254,35.490532,-83.878678,Lake Cheoah-Little Tennessee River,Dalton Branch,2282.555908,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873726000,GRSM,UNR,,1,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000009DE01F7217F854C004F1291CDBBE4140,89800,0101000020110F00002C38E5321FCF61C188099915A8235041,89343,>1m <=5m,ATBI DATABASE,,1446873735000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239063,3931306,35.491055,-83.876427,Lake Cheoah-Little Tennessee River,Dalton Branch,2382.541992,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873735000,GRSM,UNR,,6,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003EB4273227F854C0947F0F5982BE4140,89788,0101000020110F00004BDB4C932CCF61C1266F797F4B235041,89331,>1m <=5m,ATBI DATABASE,,1446873729000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238967,3931008,35.488346,-83.877388,Lake Cheoah-Little Tennessee River,Dalton Branch,2086.394775,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873729000,GRSM,UNR,,6,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B693F8444DF854C04B198C9FB3BE4140,89771,0101000020110F0000442746E94CCF61C11ADD5AE57E235041,89314,>1m <=5m,ATBI DATABASE,,1446873721000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238761,3931181,35.48985,-83.879712,Lake Cheoah-Little Tennessee River,Dalton Branch,2134.833984,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873721000,GRSM,UNR,,1,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003D768C3520F854C04664404C7BBE4140,89792,0101000020110F0000A1793CA426CF61C1F494F02444235041,89335,>1m <=5m,ATBI DATABASE,,1446873731000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239005,3930983,35.488131,-83.876962,Lake Cheoah-Little Tennessee River,Dalton Branch,2047.277954,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873731000,GRSM,UNR,,2,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000097CE382115F854C0BB1DE46CEFBB4140,89791,0101000020110F00005ECF573B1DCF61C14B188E489C205041,89334,>1m <=5m,ATBI DATABASE,,1446873731000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239002,3928774,35.468237,-83.876286,Lake Cheoah-Little Tennessee River,Twentymile Creek,1337.211792,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873731000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000006E99019E3CF854C00660307DC4BB4140,89773,0101000020110F0000489ABCC43ECF61C104906E826F205041,89316,>1m <=5m,ATBI DATABASE,,1446873722000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238779,3928635,35.466927,-83.878696,Lake Cheoah-Little Tennessee River,Twentymile Creek,1285.63562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873722000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000FAE3D7BE89F854C0FA0A35B780BB4140,89741,0101000020110F0000C676084680CF61C18DD949D628205041,89284,>1m <=5m,ATBI DATABASE,,1446873705000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238345,3928418,35.464859,-83.883403,Lake Cheoah-Little Tennessee River,Little Tennessee River,1426.533081,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873705000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C1602FFB72F954C06EC270C7BEBB4140,89677,0101000020110F000082B2585C46D061C1CD45238E69205041,89220,>1m <=5m,ATBI DATABASE,,1446873673000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237059,3928666,35.466753,-83.897639,Lake Cheoah-Little Tennessee River,,1712.54126,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873673000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000029E1F01F5EF954C0DADD9E48B9BB4140,89686,0101000020110F00006089B9A534D061C1052E20D363205041,89229,>1m <=5m,ATBI DATABASE,,1446873678000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237174,3928644,35.466585,-83.896366,Lake Cheoah-Little Tennessee River,,1763.761597,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873678000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000003111CDA124F954C0E7582907AABB4140,89697,0101000020110F0000459A9AD103D061C13D6F95EA53205041,89240,>1m <=5m,ATBI DATABASE,,1446873683000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237491,3928583,35.46612,-83.892857,Lake Cheoah-Little Tennessee River,,1787.291504,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873683000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1A4A23F61F954C08B407A6CC6BB4140,89685,0101000020110F000075CBE74C37D061C11FEAE98671205041,89228,>1m <=5m,ATBI DATABASE,,1446873677000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237158,3928689,35.466986,-83.896556,Lake Cheoah-Little Tennessee River,,1793.683472,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873677000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000FA0BD0C5E5F554C03D600E2A4DBA4140,90130,0101000020110F00003DDC6F2B42CD61C156451927E81E5041,89660,>1m <=5m,ATBI DATABASE,,1446873898000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242060,3927268,35.455473,-83.842145,Lake Cheoah-Little Tennessee River,,1558.213379,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873898000,GRSM,UNR,,6,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C811FEE7FEF554C072C3A8D14FBA4140,90111,0101000020110F000069E4FC8357CD61C1D156AEEBEA1E5041,89641,>1m <=5m,ATBI DATABASE,,1446873888000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241921,3927281,35.455554,-83.843679,Lake Cheoah-Little Tennessee River,,1575.787842,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873888000,GRSM,UNR,,10,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1AB669657F554C0C2E4CCCA44BA4140,90232,0101000020110F000086BC6769C9CC61C183C8746CDF1E5041,89762,>1m <=5m,ATBI DATABASE,,1446873951000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242847,3927217,35.455218,-83.833467,Lake Cheoah-Little Tennessee River,,1834.034058,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446873951000,GRSM,UNR,,9,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Acer_rubrum_v_rubrum,Acer  rubrum v. rubrum,337,Red Maple,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Sapindales, , , , ,Aceraceae, ,~,observed, ,day,cert,TVA Powerline Plants
