the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BAEDF99CC6FA54C0840CFF51AABC4140,168080,0101000020110F0000C42C6FCF66D161C177CB802F5F215041,167777,>1m <=5m,ATBI DATABASE,,1446913565000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235201,3929519,35.473941,-83.918368,Chilhowee Lake,Cooper Camp Branch,2123.134766,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913565000,GRSM,UNR,,10,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000075A5751993ED54C03C302ECC37BC4140,168205,0101000020110F000033FF949630C661C114EB31C1E7205041,167899,>1m <=5m,ATBI DATABASE,,1446913632000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253911,3928597,35.470446,-83.712099,Hazel Creek,,1994.501221,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913632000,GRSM,UNR,,5,,,Hazel Creek Trail,Lakeview Drive West,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000063658FABECE654C05A6F182850B94140,168226,0101000020110F00007AE7E7B68AC061C158D6875EE01D5041,167920,>1m <=5m,ATBI DATABASE,,1446913644000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263275,3925825,35.447752,-83.608191,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1763.954712,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913644000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000C5DB345D3FE054C05A2FFD80C4BF4140,168251,0101000020110F0000924C1300DFBA61C1426F808C9B245041,167943,>1m <=5m,ATBI DATABASE,,1446913656000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272888,3931174,35.498177,-83.503863,Noland Creek,Holder Cove Branch,2626.955322,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913656000,GRSM,UNR,,8,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007F7D14787EE054C045F63B0061BF4140,168246,0101000020110F0000EB216A9814BB61C1830FF5BF33245041,167939,>1m <=5m,ATBI DATABASE,,1446913654000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272530,3930846,35.495141,-83.507715,Noland Creek,Drinklog Branch,2573.8396,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913654000,GRSM,UNR,,1,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000093AB11273BE054C07C1C0717D8BE4140,168252,0101000020110F00005EB4696CDBBA61C1C26123EFA4235041,167944,>1m <=5m,ATBI DATABASE,,1446913656000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272891,3930373,35.490963,-83.503606,Noland Creek,Noland Creek,2426.181641,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913656000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F214E14258E054C033304F47FDBE4140,168247,0101000020110F0000EFD63C25F4BA61C1EE41D3B9CB235041,167940,>1m <=5m,ATBI DATABASE,,1446913654000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272733,3930503,35.492098,-83.505383,Noland Creek,Noland Creek,2485.719727,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913654000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000001DC2032697E054C06278A391BABE4140,168244,0101000020110F0000740B3D8E29BB61C1A5910F2486235041,167937,>1m <=5m,ATBI DATABASE,,1446913653000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272379,3930286,35.490062,-83.509221,Noland Creek,,2992.0979,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913653000,GRSM,UNR,,4,,,Lower Noland-Monteith Cemetery Access,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085443200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007D2F830682E054C0733B30970CBE4140,168245,0101000020110F0000B125A59D17BB61C1B6B301ACD0225041,167938,>1m <=5m,ATBI DATABASE,,1446913653000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272481,3929694,35.484752,-83.507932,Noland Creek,Noland Creek,2261.975342,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913653000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087084800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000F482F5B4CE054C0E555532221BE4140,168248,0101000020110F00003469D408EABA61C17D8E6A19E6225041,167941,>1m <=5m,ATBI DATABASE,,1446913655000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272780,3929756,35.485379,-83.504656,Noland Creek,Noland Creek,2333.887207,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913655000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083283200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000014817E2ABE054C044E2B58AFFBC4140,168241,0101000020110F0000BBA8632A3BBB61C18DB01710B8215041,167934,>1m <=5m,ATBI DATABASE,,1446913651000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272226,3928789,35.476542,-83.510487,Noland Creek,,2107.562744,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913651000,GRSM,UNR,,1,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087084800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D1A4F96893E054C099AAD21B90BD4140,168243,0101000020110F000005AC6C6126BB61C18C7579D64E225041,167936,>1m <=5m,ATBI DATABASE,,1446913652000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272374,3929275,35.480954,-83.508993,Noland Creek,Noland Creek,2222.125488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913652000,GRSM,UNR,,3,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087084800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001C7C226135E154C00C9059D7D7BC4140,168235,0101000020110F0000D4BEF2F0AFBB61C18C34A9A88E215041,167929,>1m <=5m,ATBI DATABASE,,1446913649000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271461,3928674,35.47533,-83.518879,Noland Creek,Bearpen Branch,2376.300293,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913649000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000955F43C61CE154C0DA88F78183BC4140,168237,0101000020110F00003C8D500B9BBB61C1207B7DB536215041,167931,>1m <=5m,ATBI DATABASE,,1446913650000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271590,3928385,35.472756,-83.517377,Noland Creek,Noland Creek,2262.606445,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913650000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000004FB27CC1CE154C0C432CAFB84BC4140,168239,0101000020110F0000EFCF51109BBB61C10D2F823F38215041,167932,>1m <=5m,ATBI DATABASE,,1446913650000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271590,3928390,35.472802,-83.517379,Noland Creek,Noland Creek,2262.606445,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913650000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000BE1B1FEEA9E054C0250F5CD6DEBC4140,168242,0101000020110F0000CEDDC38139BB61C1BD2681F495215041,167935,>1m <=5m,ATBI DATABASE,,1446913652000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272234,3928678,35.475544,-83.510368,Noland Creek,Noland Creek,2271.351074,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913652000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085097600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BDBAC06B2BE154C066CE434593BA4140,168236,0101000020110F0000C2E5C17BA7BB61C1C43DD73F311F5041,167930,>1m <=5m,ATBI DATABASE,,1446913649000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271466,3926707,35.457613,-83.518271,Fontana Lake-Tuckasegee River,Hickory Flat Branch,2141.351074,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913649000,GRSM,UNR,,8,,,Stiles Cemetery Access,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1320624000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed,No,day,cert,PEPC
0101000020E6100000CEE2D4ED9DE154C05AF6E29367BB4140,168233,0101000020110F0000C3B436BC08BC61C1122ECF9F0E205041,167927,>1m <=5m,ATBI DATABASE,,1446913648000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,270850,3927442,35.464092,-83.52526,Noland Creek,,1977.764404,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913648000,GRSM,UNR,,5,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004F1654DA76E154C0395DEB92BEBB4140,168234,0101000020110F000002403C8CE7BB61C1B0965E5769205041,167928,>1m <=5m,ATBI DATABASE,,1446913648000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271074,3927731,35.466747,-83.522875,Noland Creek,,2081.526367,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913648000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Euonymus_americanus,Euonymus  americanus,15642,American Strawberry-bush,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Celastrales, , , , ,Celastraceae, ,~,observed, ,day,cert,Fridley Veg Plots
