the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D94EEA1741F854C0E5306015A4BB4140,55735,0101000020110F00007C26F59142CF61C1DA10B3B74D205041,55160,>1m <=5m,ATBI DATABASE,,1446854192000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238751,3928526,35.465938,-83.878969,Lake Cheoah-Little Tennessee River,Twentymile Creek,1389.878906,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854192000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1083974400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E61000004905F7FEA4C554C0EBD2BB8FDBD64140,55826,0101000020110F0000FC10D7F346A461C1B868BDE0B83C5041,55250,>1m <=5m,ATBI DATABASE,,1446854244000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311022,3950307,35.678569,-83.088192,Lower Cataloochee Creek,Correll Branch,2981.276123,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854244000,GRSM,UNR,,4,,,Little Cataloochee Trail,Old Cataloochee Turnpike,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117929600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000766720A8F0C454C0D455295928CB4140,55827,0101000020110F0000E56C54CAADA361C1DF47A9077F305041,55251,>1m <=5m,ATBI DATABASE,,1446854244000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311804,3940146,35.587162,-83.077185,Upper Cataloochee Creek,Cove Creek,4932.375977,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446854244000,GRSM,UNR,,6,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150934400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000859309FF8FCD54C05189FFFCFDCF4140,55816,0101000020110F00009FBE067C00AB61C144D432DE8B355041,55240,>1m <=5m,ATBI DATABASE,,1446854239000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299690,3944602,35.624932,-83.21191,Straight Fork Raven Fork,Straight Fork Raven Fork,3163.099121,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854239000,GRSM,UNR,,6,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118361600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E61000008C4936ECF1D354C07B721F49E1C14140,55807,0101000020110F0000F8B2C12D6CB061C1402660BFCF265041,55231,>1m <=5m,ATBI DATABASE,,1446854234000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290370,3932579,35.514681,-83.311637,Lower Oconaluftee River,,2455.421143,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854234000,GRSM,UNR,,6,,,Enloe-Mingus Cemetery Access,Newfound Gap Road South,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117670400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B9584C5DD3D354C0E5132DDEE7C24140,55808,0101000020110F0000E1E2C03952B061C12B12F2BDE1275041,55232,>1m <=5m,ATBI DATABASE,,1446854234000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290560,3933464,35.522694,-83.309772,Lower Oconaluftee River,,2154.105469,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854234000,GRSM,UNR,,5,,,Floyd Cemetery Access Trail,Newfound Gap Road South,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117497600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E6100000056B346A92DF54C02EABF15887C54140,55790,0101000020110F000060714D1D4CBA61C1F86586879E2A5041,55214,>1m <=5m,ATBI DATABASE,,1446854224000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273972,3936143,35.543186,-83.493307,Forney Creek,Bald Branch,5820.923828,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854224000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,843350400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E61000007983DA95B4DF54C004E770D37DC74140,55789,0101000020110F0000FEF2AE2269BA61C1909A7A0EAB2C5041,55213,>1m <=5m,ATBI DATABASE,,1446854223000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273826,3937849,35.558521,-83.495393,Forney Creek,,6406.759766,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854223000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1001462400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000395AC9B213DC54C04374174736CE4140,55793,0101000020110F0000361B423B54B761C1600310C3AF335041,55217,>1m <=5m,ATBI DATABASE,,1446854226000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279110,3943545,35.611025,-83.438698,West Prong Little Pigeon River Upper,Beech Flats Prong,5392.720215,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854226000,GRSM,UNR,,10,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993686400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,unspecified, , ,cert,ATBI Coleoptera Survey
0101000020E610000069DBB44266DC54C09442E132F5CD4140,55792,0101000020110F0000CB6D005A9AB761C14BD8F2C66B335041,55216,>1m <=5m,ATBI DATABASE,,1446854225000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278648,3943336,35.609039,-83.443737,Deep Creek,Deep Creek,5156.595215,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446854225000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #4,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1052524800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E610000072892D81F7DF54C08599949491D74140,55779,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,55203,>1m <=5m,ATBI DATABASE,,1446854217000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446854217000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926294400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000A463376192DB54C0A9EBFD045FD64140,55794,0101000020110F000068E4AF66E6B661C1948599AA363C5041,55218,>1m <=5m,ATBI DATABASE,,1446854227000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280000,3950599,35.674768,-83.430805,Porters Creek,Trillium Branch,4571.896484,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854227000,GRSM,UNR,,4,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990576000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000005FF3FB156AD954C0F42A9DD563D74140,55797,0101000020110F0000D462775611B561C1ABAB8C5C473D5041,55221,>1m <=5m,ATBI DATABASE,,1446854229000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283073,3951407,35.682727,-83.397096,Porters Creek,Porters Creek,2341.542969,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854229000,GRSM,UNR,,7,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1150416000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV & MV lights, , ,cert,ATBI Coleoptera Survey
0101000020E6100000C19FBEBEE6D654C0429831BED5D94140,55805,0101000020110F00000A65BFF2EEB261C123592EE4D53F5041,55229,>1m <=5m,ATBI DATABASE,,1446854233000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286678,3953440,35.701829,-83.35783,Little Pigeon River Upper,Little Laurel Branch,2110.114746,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854233000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1205625600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E61000000F0B4DC3E4D654C09F341DD913DA4140,55806,0101000020110F0000478BC643EDB261C1E24A4FD816405041,55230,>1m <=5m,ATBI DATABASE,,1446854233000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286694,3953650,35.703724,-83.357709,Little Pigeon River Upper,Middle Prong Little Pigeon River,2056.156982,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854233000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117929600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,UV light, , ,cert,ATBI Coleoptera Survey
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,55810,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,55234,>1m <=5m,ATBI DATABASE,,1446854236000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854236000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Stenolophus_Stenolophus_ochropezus,Stenolophus Stenolophus ochropezus,38071,Stenolophus Ground Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990489600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera, ,Adephaga, , ,Carabidae,Harpalinae,Harpalini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
