the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000310E1ACCCFFB54C0FD8DDA2AECBF4140,200433,0101000020110F00008CC5FD0748D261C131790AEDC4245041,200282,>1m <=5m,ATBI DATABASE,,1446932292000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233816,3932386,35.499388,-83.934554,Chilhowee Lake,Parson Branch,1353.338135,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446932292000,GRSM,UNR,,3,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1316908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000001DC30618B1C654C0544343489BD94140,200466,0101000020110F000053B9EBA52AA561C1E9D731C0983F5041,200315,>1m <=5m,ATBI DATABASE,,1446932311000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309592,3952721,35.700044,-83.104555,Lower Cataloochee Creek,,4144.539062,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446932311000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118880000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000066D704EB94CB54C001AAF21C55D14140,200465,0101000020110F0000BD63A3D251A961C1E37C6F67F2365041,200314,>1m <=5m,ATBI DATABASE,,1446932310000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302519,3945701,35.635403,-83.18096,Straight Fork Raven Fork,,4527.963379,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446932310000,GRSM,UNR,,6,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118966400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000056203BEE42D754C0AC97183811CB4140,200456,0101000020110F00000C7ECC3D3DB361C18F9D01E066305041,200305,>1m <=5m,ATBI DATABASE,,1446932306000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285861,3940653,35.586456,-83.363456,Upper Oconaluftee River,Kanati Fork,2888.110352,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446932306000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1119657600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000004930FEDECFDF54C0EC6E6BF92BD14140,200450,0101000020110F000017192A4F80BA61C1A92C416AC7365041,200299,>1m <=5m,ATBI DATABASE,,1446932302000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273888,3946243,35.634148,-83.497058,West Prong Little Pigeon River Upper,,3055.054443,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932302000,GRSM,UNR,,5,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1317859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000005F641B1BCEDF54C0DEA79AC8E8D14140,200451,0101000020110F00009DA960CF7EBA61C1A19FB9B88C375041,200300,>1m <=5m,ATBI DATABASE,,1446932302000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273914,3946882,35.63991,-83.496951,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2678.322266,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932302000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,Nfg Pullout Parking At Mp 6.49,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318204800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000055885958C5DF54C00EC8EDBD56D64140,200452,0101000020110F000053679A5E77BA61C1037520032E3C5041,200301,>1m <=5m,ATBI DATABASE,,1446932303000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274060,3950720,35.674515,-83.496416,West Prong Little Pigeon River Upper,Twomile Branch,2482.614258,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932303000,GRSM,UNR,,6,,,Two Mile Lead Concession Horse Trail,Cherokee Orchard Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1245801600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E6100000B961BBDE0ADF54C01AC42D3DDFD64140,200453,0101000020110F0000098407FFD8B961C1E60611B9BC3C5041,200302,>1m <=5m,ATBI DATABASE,,1446932304000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275102,3951156,35.678681,-83.485034,Le Conte Creek,,2482.571777,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932304000,GRSM,UNR,,4,,,Rainbow Falls Trail,Cherokee Orchard Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1246838400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E61000001B88C5A5F3DF54C014B6169BD3D74140,200449,0101000020110F0000C6D2B7B19EBA61C16FCC813BBC3D5041,200298,>1m <=5m,ATBI DATABASE,,1446932301000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273837,3952016,35.686138,-83.499242,Le Conte Creek,Le Conte Creek,1973.946045,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932301000,GRSM,UNR,,1,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117238400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E6100000E957381EB3DD54C01B5681F2E8D64140,200455,0101000020110F0000A9BE2A0CB5B861C1C7549ADFC63C5041,200304,>1m <=5m,ATBI DATABASE,,1446932305000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277002,3951141,35.678977,-83.464053,Roaring Fork,Rocky Spur Branch,3245.374023,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932305000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1312502400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000064D8557D6DD54C01A14BED82AD74140,200454,0101000020110F0000102F90F6D2B861C1C0848EC60B3D5041,200303,>1m <=5m,ATBI DATABASE,,1446932304000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276813,3951369,35.680988,-83.466203,Baskins Creek,Baskins Creek,3239.740967,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932304000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1320192000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000005A0B6289AFD554C016334FA9F0D94140,200457,0101000020110F000046A488A3E6B161C1B9A14F0BF23F5041,200306,>1m <=5m,ATBI DATABASE,,1446932306000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288399,3953490,35.70265,-83.338835,Little Pigeon River Upper,Middle Prong Little Pigeon River,2608.213867,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932306000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000000D7C2B635AE854C0AD52622DB7D84140,200442,0101000020110F0000A78F7751C1C161C186E5C633AA3E5041,200291,>1m <=5m,ATBI DATABASE,,1446932297000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261976,3953097,35.693083,-83.630513,Little River-Goshen Prong,Straight Cove Branch,2066.372559,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932297000,GRSM,UNR,,6,,,Walker Cabin access,Little Greenbrier School Unpaved Parking,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1247616000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E6100000B1B8BEF689EC54C0AD9753C005D34140,200440,0101000020110F000078CC90684FC561C1B9697A8AB6385041,200289,>1m <=5m,ATBI DATABASE,,1446932296000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255921,3948323,35.648606,-83.695917,Little River-Crooked Creek,Middle Prong Little River,1510.96167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932296000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318377600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000F3AFC487E2EE54C073CCE38457D14140,200438,0101000020110F0000922143784DC761C1B5A815EBF4365041,200287,>1m <=5m,ATBI DATABASE,,1446932295000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252561,3946958,35.635477,-83.732572,Little River-Crooked Creek,,1808.69043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932295000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1250899200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E610000022345CC688EC54C01D0741FBDCD14140,200439,0101000020110F0000092E0D664EC561C13B7B4B6380375041,200288,>1m <=5m,ATBI DATABASE,,1446932295000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255900,3947318,35.639549,-83.695844,Little River-Crooked Creek,Loan Branch,1709.847534,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932295000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1297900800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000005F3CD2CC52E954C05FABB065EED34140,200441,0101000020110F0000DD3B934B94C261C1E72DF5B3A9395041,200290,>1m <=5m,ATBI DATABASE,,1446932296000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260492,3948987,35.655706,-83.645675,Little River-Goshen Prong,Curry Prong,2320.941162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932296000,GRSM,UNR,,9,,,Meigs Creek Trail,Little River Gorge Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1250121600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E6100000CB12A21E70E554C059A9AFCD57D24140,200444,0101000020110F00000A2C488347BF61C1564D93BE00385041,200293,>1m <=5m,ATBI DATABASE,,1446932298000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265953,3947464,35.643298,-83.584964,Little River-Goshen Prong,Jakes Creek,2411.047363,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932298000,GRSM,UNR,,7,,,Meigs Mountain Trail,Elkmont Cemetery Road,Valid,Lasius_alienus,Lasius  alienus,21866,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1245369600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
