the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D1076D678FF154C0BB3BF3F157BC4140,130874,0101000020110F000010D0182293C961C14AFC894709215041,130449,>1m <=5m,ATBI DATABASE,,1446892328000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248262,3928863,35.471427,-83.774374,Eagle Creek,Eagle Creek,1786.793701,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892328000,GRSM,UNR,,6,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,130891,0101000020110F0000249F73560DB661C177C4482FBD445041,130466,>1m <=5m,ATBI DATABASE,,1446892338000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892338000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD1ED11174D954C0321E3876AFDC4140,130896,0101000020110F000002C822D119B561C1BC232E2DD1425041,130471,>1m <=5m,ATBI DATABASE,,1446892341000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283130,3955998,35.724098,-83.397705,Little Pigeon River Middle,Little Pigeon River,1480.092163,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892341000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901238400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006297F7248FD954C0CCD881876ADD4140,130895,0101000020110F00009993C3CF30B561C152CE1EE294435041,130470,>1m <=5m,ATBI DATABASE,,1446892340000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282996,3956635,35.729807,-83.399358,Little Pigeon River Middle,Little Pigeon River,1896.534058,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892340000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874368000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005C8A324E95D854C087506F97D4DB4140,130897,0101000020110F00008C8C8F9F5CB461C10E434E37EC415041,130472,>1m <=5m,ATBI DATABASE,,1446892341000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284342,3955227,35.717418,-83.384109,Little Pigeon River Middle,,1587.187256,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892341000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874281600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000095F7805F94D954C02EBE146A42D94140,130892,0101000020110F00004D63954035B561C1611BCACF3B3F5041,130467,>1m <=5m,ATBI DATABASE,,1446892339000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282879,3953033,35.697332,-83.399677,Little Pigeon River Middle,,2541.218262,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892339000,GRSM,UNR,,6,,,Rayfield-Dodgen Cemetery Access,Porters Creek Trailhead Parking,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902793600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000007EE1F8FE9DC54C0935ACFE054D94140,130889,0101000020110F0000EAFF09DD09B861C19BB9FD1E4F3F5041,130464,>1m <=5m,ATBI DATABASE,,1446892337000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278168,3953212,35.697896,-83.451751,Roaring Fork,,2920.910645,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446892337000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000085A88686F0DF54C081BD7DAEDAD94140,130882,0101000020110F00003724EB0A9CBA61C1228D730EDB3F5041,130457,>1m <=5m,ATBI DATABASE,,1446892332000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273899,3953773,35.701979,-83.499051,Baskins Creek,Baskins Creek,1858.491577,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446892332000,GRSM,UNR,,4,,,Twin Creeks Trail,Cherokee Orchard Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897264000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E95663F7E7EF54C05461AF615AD14140,130881,0101000020110F00000824E9812BC861C1E720D8E8F7365041,130456,>1m <=5m,ATBI DATABASE,,1446892332000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947008,35.635564,-83.748529,Little River-Crooked Creek,,1685.15686,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892332000,GRSM,UNR,,10,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E6BC064A58F354C0D74C8351B2CD4140,130870,0101000020110F00005560782A17CB61C15ECA89E925335041,130445,>1m <=5m,ATBI DATABASE,,1446892325000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246159,3943976,35.606997,-83.80226,Abrams Creek Upper,,1807.006226,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892325000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E3B8817263F654C0645AB18581CB4140,130864,0101000020110F00007D53B7E7ACCD61C10B5B1C29DC305041,130439,>1m <=5m,ATBI DATABASE,,1446892322000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241795,3942201,35.589883,-83.849816,Abrams Creek Upper,,1713.612793,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892322000,GRSM,UNR,,6,,,Abrams Falls Trail,Abrams Falls Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000595EDB3687F554C0FD657A40DBC94140,130867,0101000020110F0000033976DCF1CC61C134AD882E232F5041,130442,>1m <=5m,ATBI DATABASE,,1446892324000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242972,3940736,35.576997,-83.836374,Abrams Creek Upper,Wildcat Branch,1925.342041,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892324000,GRSM,UNR,,3,,,Gregory Ridge Trail,Forge Creek Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E208A829AFF354C06E74119003C84140,130869,0101000020110F0000805398F260CB61C1911CBBAD362D5041,130444,>1m <=5m,ATBI DATABASE,,1446892325000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245538,3939064,35.562602,-83.807562,Abrams Creek Upper,Mill Creek,2601.887939,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892325000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900979200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009E43B67FC7F254C0210BC4F7EDC94140,130872,0101000020110F0000C9AC09329CCA61C11A4CB6B9362F5041,130447,>1m <=5m,ATBI DATABASE,,1446892327000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246867,3940688,35.577568,-83.793422,Abrams Creek Upper,Bunting Branch,2919.747803,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892327000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FBB9579CE0F154C014877893BBCA4140,130873,0101000020110F00002B67211AD8C961C1EBD3886F0D305041,130448,>1m <=5m,ATBI DATABASE,,1446892327000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248164,3941348,35.583843,-83.77933,Abrams Creek Upper,Cork Branch,2494.69043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892327000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006AED502923F054C05D957DC420C84140,130879,0101000020110F0000998625C85DC861C1AC92672B552D5041,130454,>1m <=5m,ATBI DATABASE,,1446892331000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250565,3939021,35.563493,-83.752142,Abrams Creek Upper,Left Prong Anthony Creek,4598.480957,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892331000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,841190400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000079C4A955C2F254C06537E68EE1C54140,130871,0101000020110F000056A838CF97CA61C1EC7BF2B0FC2A5041,130446,>1m <=5m,ATBI DATABASE,,1446892326000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246796,3937178,35.545939,-83.793107,Eagle Creek,Narrow Creek,4575.821289,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446892326000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874886400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004B27D5E83CF054C03ADA82EF07C34140,130877,0101000020110F000038D952A673C861C104958C3403285041,130452,>1m <=5m,ATBI DATABASE,,1446892329000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,250299,3934607,35.523673,-83.753714,Eagle Creek,Eagle Creek,2580.976562,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446892329000,GRSM,UNR,,4,,,Eagle Creek Trail,Cades Cove Loop Road,Valid,Carex_laxiflora_v_laxiflora,Carex  laxiflora v. laxiflora,7042,Broad Loose-flower Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902102400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
