the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000008FC8A2A911EE54C02410F5E338BC4140,139140,0101000020110F0000CEDB0F149CC661C1AFC5F4E4E8205041,138745,>1m <=5m,ATBI DATABASE,,1446897176000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253210,3928620,35.470479,-83.719824,Hazel Creek,Hazel Creek,1911.231934,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446897176000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive West,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,903398400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000AA895C751FDE54C061BB62E30DD04140,139154,0101000020110F0000A59AA10F11B961C1B8CA237B9C355041,138759,>1m <=5m,ATBI DATABASE,,1446897184000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276254,3945214,35.625417,-83.470666,West Prong Little Pigeon River Upper,Road Prong,3852.868408,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446897184000,GRSM,UNR,,5,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,835142400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000814352E5FDD154C0151DA7FAEBDD4140,139155,0101000020110F0000A2D07681C3AE61C1F3FED1511C445041,138760,>1m <=5m,ATBI DATABASE,,1446897185000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293702,3956818,35.733757,-83.281118,East Fork Dunn Creek,Dunn Creek,3318.202148,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446897185000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990057600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E610000059403E07C7D154C01B3C99AD2CDE4140,139156,0101000020110F0000B22120E894AE61C1ADA5610360445041,138761,>1m <=5m,ATBI DATABASE,,1446897185000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294010,3957030,35.735732,-83.277769,Cosby Creek,Indian Camp Creek,3219.437744,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446897185000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990057600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E6100000DF16060E63E554C0B425104E82D24140,139147,0101000020110F00003E45B46A3CBF61C1B66499292D385041,138752,>1m <=5m,ATBI DATABASE,,1446897179000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266029,3947606,35.644595,-83.584167,Little River-Goshen Prong,Jakes Creek,2376.764893,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446897179000,GRSM,UNR,,9,,,Jakes Creek Trail,Elkmont Cemetery Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989971200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E61000009EBC79BE67E554C0FE3F763A37D44140,139148,0101000020110F0000E38B3F6640BF61C10D2AA6D4F5395041,138753,>1m <=5m,ATBI DATABASE,,1446897180000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266042,3949086,35.657929,-83.584453,Little River-Goshen Prong,Little River,2198.982666,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446897180000,GRSM,UNR,,6,,,Elkmont Nature Trail,Elkmont Campground Road J,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989971200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E6100000AD536E0008E054C0E436D7C69ED74140,139150,0101000020110F0000E4F721FBAFBA61C101200FFE843D5041,138755,>1m <=5m,ATBI DATABASE,,1446897181000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273720,3951840,35.684526,-83.500484,Le Conte Creek,Le Conte Creek,2093.03125,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446897181000,GRSM,UNR,,4,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,855705600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C267E16E6DEF54C095A3F249C3C94140,139137,0101000020110F0000069CA070C3C761C1F1EAC2280A2F5041,138742,>1m <=5m,ATBI DATABASE,,1446897174000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251610,3940410,35.576265,-83.74105,Abrams Creek Upper,,3581.402588,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897174000,GRSM,UNR,,6,,,Anthony Creek Trail,Laurel Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, ,month,cert,General
0101000020E61000004D2F76FD6DEF54C08C974A26C4C94140,139136,0101000020110F0000A2BBB8E9C3C761C1ABB9D80E0B2F5041,138741,>1m <=5m,ATBI DATABASE,,1446897174000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251607,3940413,35.576292,-83.741084,Abrams Creek Upper,,3581.402588,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897174000,GRSM,UNR,,6,,,Anthony Creek Trail,Laurel Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990230400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E61000003D6C4D4657EA54C061D12BA0FBC94140,139143,0101000020110F000014962D8471C361C1E9F5C3FC442F5041,138748,>1m <=5m,ATBI DATABASE,,1446897177000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258819,3940403,35.577985,-83.661573,Little River-Crooked Creek,Starkey Creek,3658.522705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897177000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834105600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CDAD2A3D2BEA54C014A5F96D4CCA4140,139144,0101000020110F00002D7EE61D4CC361C17233E75D992F5041,138749,>1m <=5m,ATBI DATABASE,,1446897178000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259070,3940670,35.580451,-83.658885,Little River-Crooked Creek,Starkey Creek,3520.866455,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897178000,GRSM,UNR,,3,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,739411200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009903000402EB54C0DCD8F6BAA8CD4140,139141,0101000020110F00001687D68602C461C1980F7EE51B335041,138746,>1m <=5m,ATBI DATABASE,,1446897176000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257961,3943615,35.606705,-83.671994,Little River-Crooked Creek,Thunderhead Prong,2230.674072,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897176000,GRSM,UNR,,4,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834105600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004A858DBF28EA54C06298259745CC4140,139146,0101000020110F0000DFEA5F004AC361C143C088F0A8315041,138751,>1m <=5m,ATBI DATABASE,,1446897179000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259130,3942380,35.595867,-83.658733,Little River-Crooked Creek,Sams Creek,2946.67334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897179000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842140800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000007BA7CFFCB4F154C0C2B4DF42EDCC4140,139132,0101000020110F00005FDD8A0DB3C961C1160C5D1258325041,138737,>1m <=5m,ATBI DATABASE,,1446897171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248459,3943243,35.600984,-83.776667,Abrams Creek Upper,Stillhouse Branch,1914.426392,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897171000,GRSM,UNR,,6,,,Cades Cove Nature Trail,Cades Cove Campground Segment A,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,unspecified, , ,cert,ATBI
0101000020E6100000700D83C499F154C03B65124E3BCD4140,139133,0101000020110F0000A21C5DEF9BC961C1EB9E9C97A9325041,138738,>1m <=5m,ATBI DATABASE,,1446897172000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248617,3943503,35.603366,-83.775006,Abrams Creek Upper,Stillhouse Branch,1905.620972,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897172000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Campground Segment G,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,989971200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, , ,cert,ATBI
0101000020E610000026E4A96570F254C0DB987AC445CD4140,139131,0101000020110F0000CC5F4C3852CA61C1ABD16285B4325041,138736,>1m <=5m,ATBI DATABASE,,1446897171000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247431,3943572,35.603685,-83.788106,Abrams Creek Upper,Abrams Creek,1812.239258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897171000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,803174400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand, ,month,cert,General
0101000020E610000075630F27AFF554C036F2E2CC88CA4140,139122,0101000020110F00002B7CE1C713CD61C150581E69D82F5041,138728,>1m <=5m,ATBI DATABASE,,1446897166000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242768,3941330,35.582293,-83.838811,Abrams Creek Upper,Wildcat Branch,1835.707397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446897166000,GRSM,UNR,,6,,,Rabbit Creek Trail,Forge Creek Road,Valid,Cinygmula_subaequalis,Cinygmula  subaequalis,8760,Subequal Flat-headed Mayfly,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Ephemeroptera, ,Setisura, , ,Heptageniidae,Rhithrogeniinae,~,by hand,No,month,cert,General
