the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004A0429FF9AE054C014DCE6D227BD4140,192147,0101000020110F00007241ECD22CBB61C19060E712E2215041,191853,>1m <=5m,ATBI DATABASE,,1446927343000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272323,3928923,35.477771,-83.509456,Noland Creek,Noland Creek,2123.447021,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927343000,GRSM,UNR,,8,,,Noland Creek Trail,Lakeview Drive East,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056326400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000AE7E37A0AFC654C0E2555F2823C84140,192194,0101000020110F00008FDCBE6629A561C14E983CAA572D5041,191899,>1m <=5m,ATBI DATABASE,,1446927371000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309276,3937581,35.563566,-83.104465,Upper Johnathans Creek,,5530.794434,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446927371000,GRSM,UNR,,7,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand,No,day,cert,ATBI
0101000020E6100000632DDBDA04CA54C07B3246BE27C74140,192190,0101000020110F00008D1C8F0CFEA761C164968030512C5041,191895,>1m <=5m,ATBI DATABASE,,1446927369000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304537,3936832,35.555894,-83.156542,Upper Cataloochee Creek,,5167.756836,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446927369000,GRSM,UNR,,6,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002EE1ECB00BCB54C0BFC80AD954C64140,192189,0101000020110F00002982A346DDA861C1EDD4F308752B5041,191894,>1m <=5m,ATBI DATABASE,,1446927368000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303067,3936150,35.549457,-83.172585,Lower Raven Fork,Flat Creek,4795.671875,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927368000,GRSM,UNR,,2,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005CD5DEAFFBCB54C00D53CC625ECB4140,192187,0101000020110F0000A70DC11AA9A961C1326E0277B7305041,191892,>1m <=5m,ATBI DATABASE,,1446927367000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301836,3940545,35.588811,-83.187233,Straight Fork Raven Fork,,5112.449219,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446927367000,GRSM,UNR,,3,,,Flat Creek Trail,Balsam Mountain Road (closed Winter),Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000FD3DA0EAFD754C0B9422F0E74CB4140,192175,0101000020110F00005618F61299B361C12D0E9518CE305041,191879,>1m <=5m,ATBI DATABASE,,1446927360000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285271,3941002,35.589472,-83.370056,Upper Oconaluftee River,Beech Flats Prong,2980.354736,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927360000,GRSM,UNR,,10,,,Kanati Fork Quiet Walkway,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027468800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001ADE8141DFD754C00C579AA36DCA4140,192174,0101000020110F0000B5C92E02C2B361C12251EA0BBC2F5041,191878,>1m <=5m,ATBI DATABASE,,1446927359000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284983,3940120,35.581464,-83.372997,Upper Oconaluftee River,,3739.403076,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927359000,GRSM,UNR,,1,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1314489600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand,No,day,cert,General
0101000020E6100000FA19F800E6D754C023D6D8E14CCA4140,192173,0101000020110F0000851051BDC7B361C11073E7D6992F5041,191877,>1m <=5m,ATBI DATABASE,,1446927358000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284943,3940010,35.580464,-83.373409,Upper Oconaluftee River,,3826.107178,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927358000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097107200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008A40B3F3CFD254C03CA2A97BFDC44140,192178,0101000020110F0000E69C0FE875AF61C13CFB11A20E2A5041,191882,>1m <=5m,ATBI DATABASE,,1446927362000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292038,3935237,35.538979,-83.293938,Lower Oconaluftee River,Tow String Creek,2220.727539,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927362000,GRSM,UNR,,7,,,Chambers Cemetery Access,Tow String Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1376006400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000404F45225BD354C01147635C0DC14140,192176,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,191880,>1m <=5m,ATBI DATABASE,,1446927360000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927360000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000072B23A5D49D354C0FA68AB717AC14140,192177,0101000020110F000021089D05DDAF61C1C2A69A7164265041,191881,>1m <=5m,ATBI DATABASE,,1446927361000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291295,3932209,35.511542,-83.301349,Lower Raven Fork,Raven Fork,2016.376831,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446927361000,GRSM,UNR,,6,,,Oconaluftee River Trail,Oconaluftee Maintenance Area,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000082883226ADDF54C0A3F45C11C2C74140,192151,0101000020110F00001259E8D162BA61C11F7EF54CF22C5041,191856,>1m <=5m,ATBI DATABASE,,1446927345000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273873,3938079,35.560603,-83.494939,Noland Creek,,6402.121094,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446927345000,GRSM,UNR,,6,,,Clingmans Dome Trail,Clingmans Dome Access Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,926380800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000742DD00C6D954C0CD4E0822ADCB4140,192171,0101000020110F0000830E40675FB561C18A7E1DB509315041,191875,>1m <=5m,ATBI DATABASE,,1446927357000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282317,3941267,35.591214,-83.402706,Upper Oconaluftee River,,4412.820312,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927357000,GRSM,UNR,,10,,,Thomas Divide Trail,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1346889600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000006BBD8E9E4D954C0C38C760AE9CB4140,192170,0101000020110F00007EA3BFA779B561C1F96DC14648315041,191874,>1m <=5m,ATBI DATABASE,,1446927356000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282151,3941474,35.593042,-83.404593,Upper Oconaluftee River,,4332.128906,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927356000,GRSM,UNR,,4,,,Thomas Divide Trail,Newfound Gap Road South,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1346889600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B0557B9E60DB54C065278DEF90CC4140,192169,0101000020110F00009100AD23BCB661C1D19EEAA2F7315041,191873,>1m <=5m,ATBI DATABASE,,1446927355000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280065,3942094,35.598166,-83.427768,Deep Creek,,4253.977539,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446927355000,GRSM,UNR,,5,,,Deep Creek Trail,Old Deep Creek Quiet Walkway Parking Area,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,810172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed,No,day,cert,General
0101000020E610000029D006E49BDE54C0E403DAD4FBCC4140,192154,0101000020110F0000EEF1CEBD7AB961C1B5D6754A67325041,191859,>1m <=5m,ATBI DATABASE,,1446927346000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275499,3942570,35.601428,-83.478261,Little River-Goshen Prong,,4963.806152,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927346000,GRSM,UNR,,6,,,Sugarland Mountain Trail,Clingmans Dome Access Road,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998956800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007B51F051B5DF54C097DDC0E245D14140,192152,0101000020110F0000EE976CC269BA61C1928BE67DE2365041,191857,>1m <=5m,ATBI DATABASE,,1446927345000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274037,3946327,35.634938,-83.495438,West Prong Little Pigeon River Upper,,2903.768311,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927345000,GRSM,UNR,,7,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005A53BE3F9CDE54C02CAF396047D04140,192155,0101000020110F0000341AB40B7BB961C1CCDF3B8CD8355041,191860,>1m <=5m,ATBI DATABASE,,1446927347000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275569,3945426,35.627171,-83.478283,West Prong Little Pigeon River Upper,,4552.635254,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446927347000,GRSM,UNR,,4,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874540800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E54DEBBA20DC54C085ED4794FAD34140,192165,0101000020110F0000B2FFA24C5FB761C1C6F4AA6FB6395041,191869,>1m <=5m,ATBI DATABASE,,1446927353000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279162,3948545,35.656078,-83.439494,Roaring Fork,Roaring Fork,6289.666016,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446927353000,GRSM,UNR,,5,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Impatiens_pallida,Impatiens  pallida,20720,Pale Touch-me-not,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Geraniales, , , , ,Balsaminaceae, ,~,observed, ,year,cert,Fridley Veg Plots
