the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FD5F7BE7E9ED54C009743F0ACBBB4140,7869,0101000020110F0000EFAAC04F7AC661C1DDD1405776205041,7221,>1m <=5m,ATBI DATABASE,,1446827502000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253420,3928242,35.467127,-83.717397,Hazel Creek,Laurel Branch,1948.856323,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446827502000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1096934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000015543181BAC554C09584DB19E7CF4140,7911,0101000020110F000079F4473859A461C1723E53F473355041,7260,>1m <=5m,ATBI DATABASE,,1446827523000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310775,3944282,35.624233,-83.089504,Upper Cataloochee Creek,Caldwell Fork,2695.097656,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446827523000,GRSM,UNR,,1,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000013F76CDE17C654C04A9A867B41CD4140,7910,0101000020110F000076119B83A8A461C100528B0BB0325041,7259,>1m <=5m,ATBI DATABASE,,1446827523000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310210,3941999,35.603554,-83.095203,Upper Cataloochee Creek,,3204.364746,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446827523000,GRSM,UNR,,9,,,Boogerman Trail,Cataloochee Entrance Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033689600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,7912,0101000020110F00000DAAB40DC0A261C177D972001F315041,7261,>1m <=5m,ATBI DATABASE,,1446827524000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446827524000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001165DF7DC4CE54C0E9975D37F2CE4140,7906,0101000020110F000031F4607D06AC61C10B480B1A74345041,7254,>1m <=5m,ATBI DATABASE,,1446827520000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297964,3943734,35.61676,-83.230739,Straight Fork Raven Fork,Hyatt Creek,3685.529297,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446827520000,GRSM,UNR,,4,,,Hyatt Ridge Trail,Hyatt Ridge Trailhead,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,998870400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,7899,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,7247,>1m <=5m,ATBI DATABASE,,1446827516000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446827516000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DAB389C133DE54C02B1B4C864DD14140,7885,0101000020110F00007EDBBE4C22B961C105D56679EA365041,7234,>1m <=5m,ATBI DATABASE,,1446827509000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276169,3946299,35.635171,-83.471905,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3389.003418,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827509000,GRSM,UNR,,5,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013BD4FFF20DF54C0254E6FD2F6D24140,7883,0101000020110F0000D661F5C9EBB961C12D9704F0A6385041,7232,>1m <=5m,ATBI DATABASE,,1446827508000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274894,3947772,35.648151,-83.486385,West Prong Little Pigeon River Upper,,4628.130859,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827508000,GRSM,UNR,,6,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DAD511AB12DF54C0AFFE392097D24140,7884,0101000020110F0000AB04859EDFB961C1992231EC42385041,7233,>1m <=5m,ATBI DATABASE,,1446827509000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274965,3947446,35.64523,-83.48551,West Prong Little Pigeon River Upper,Ramp Creek,3884.945557,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827509000,GRSM,UNR,,1,,,Bullhead Trail,Pullout Parking At Mp 7.72,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902880000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B2F87C1A2DD54C041C9089BC6D44140,7886,0101000020110F000036A3B526A7B861C1F5022BB48B3A5041,7235,>1m <=5m,ATBI DATABASE,,1446827510000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277046,3949289,35.662304,-83.463055,Le Conte Creek,Le Conte Creek,4359.837402,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827510000,GRSM,UNR,,1,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903744000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DD0E17FD24DC54C05366D1DBE2D44140,7890,0101000020110F000029EB84EA62B761C187D2E33CA93A5041,7240,>1m <=5m,ATBI DATABASE,,1446827513000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279158,3949332,35.663166,-83.439754,Roaring Fork,,5189.88916,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827513000,GRSM,UNR,,1,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,903052800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AD170921CBDB54C0F54A58A94DD64140,7891,0101000020110F0000A61F2B9916B761C1ED62CA84243C5041,7241,>1m <=5m,ATBI DATABASE,,1446827513000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279685,3950548,35.674238,-83.434269,Roaring Fork,Surry Fork,4588.194824,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827513000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,930441600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000064C3D5BFF3D154C0C3387D12DFDD4140,7900,0101000020110F0000D80C6BE3BAAE61C14464C6D00E445041,7248,>1m <=5m,ATBI DATABASE,,1446827517000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293757,3956773,35.733363,-83.280498,Cosby Creek,Dunn Creek,3362.24585,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827517000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,931219200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,7895,0101000020110F00009E9A3F6E46B561C10509A88694455041,7245,>1m <=5m,ATBI DATABASE,,1446827515000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827515000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,7898,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,7246,>1m <=5m,ATBI DATABASE,,1446827516000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827516000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000031BEF6CC92DA54C012C9AEB985DE4140,7893,0101000020110F0000249F73560DB661C177C4482FBD445041,7243,>1m <=5m,ATBI DATABASE,,1446827514000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281586,3957629,35.738449,-83.415206,Little Pigeon River Middle,Little Pigeon River,1364.927124,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827514000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BAB6E0DA43DA54C0ED34C90406DA4140,7894,0101000020110F000013EB044ACAB561C1C5BC916108405041,7244,>1m <=5m,ATBI DATABASE,,1446827515000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281926,3953719,35.703302,-83.410388,Little Pigeon River Middle,Rhododendron Creek,2184.79126,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827515000,GRSM,UNR,,3,,,Grapeyard Ridge Trail,Porters Creek Trailhead Parking,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898128000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000007EE1F8FE9DC54C0935ACFE054D94140,7876,0101000020110F0000EAFF09DD09B861C19BB9FD1E4F3F5041,7236,>1m <=5m,ATBI DATABASE,,1446827510000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278168,3953212,35.697896,-83.451751,Roaring Fork,,2920.910645,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827510000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000659A08741DC54C07B1EF45D6BD94140,7889,0101000020110F0000AD78F6277BB761C10657D8A3663F5041,7239,>1m <=5m,ATBI DATABASE,,1446827512000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279098,3953265,35.698582,-83.441496,Dudley Creek,,3055.77832,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446827512000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Prenanthes_altissima,Prenanthes  altissima,32551,Tall Rattlesnake-root,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902966400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
