the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000310E1ACCCFFB54C0FD8DDA2AECBF4140,104440,0101000020110F00008CC5FD0748D261C131790AEDC4245041,103918,>1m <=5m,ATBI DATABASE,,1446881951000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233816,3932386,35.499388,-83.934554,Chilhowee Lake,Parson Branch,1353.338135,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446881951000,GRSM,UNR,,3,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1316908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000BA38F745CCCD54C046CE1F334DE24140,104494,0101000020110F000027C384AD33AB61C128EB68ACB1485041,103972,>1m <=5m,ATBI DATABASE,,1446881983000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299715,3960478,35.767974,-83.215589,Cosby Creek,Crying Creek,1907.997803,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881983000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1248134400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E61000007DBE9685A6CD54C084D7332672E04140,104495,0101000020110F00006A6F8F9D13AB61C1A2F71879C0465041,103973,>1m <=5m,ATBI DATABASE,,1446881983000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299887,3958865,35.753477,-83.213285,Cosby Creek,Rock Creek,2384.714111,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446881983000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Campground Road B,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1247184000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E61000001DC30618B1C654C0544343489BD94140,104497,0101000020110F000053B9EBA52AA561C1E9D731C0983F5041,103975,>1m <=5m,ATBI DATABASE,,1446881984000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309592,3952721,35.700044,-83.104555,Lower Cataloochee Creek,,4144.539062,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446881984000,GRSM,UNR,,6,,,Mount Sterling Trail,Old Cataloochee Turnpike,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118880000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000066D704EB94CB54C001AAF21C55D14140,104496,0101000020110F0000BD63A3D251A961C1E37C6F67F2365041,103974,>1m <=5m,ATBI DATABASE,,1446881984000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302519,3945701,35.635403,-83.18096,Straight Fork Raven Fork,,4527.963379,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446881984000,GRSM,UNR,,6,,,Balsam Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118966400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000056203BEE42D754C0AC97183811CB4140,104486,0101000020110F00000C7ECC3D3DB361C18F9D01E066305041,103964,>1m <=5m,ATBI DATABASE,,1446881978000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285861,3940653,35.586456,-83.363456,Upper Oconaluftee River,Kanati Fork,2888.110352,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446881978000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1119657600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000025375805D8DE54C0D56A9A4763C84140,104475,0101000020110F000060B15BCFADB961C12213B19C9A2D5041,103953,>1m <=5m,ATBI DATABASE,,1446881972000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275066,3938595,35.565523,-83.481931,Noland Creek,Noland Creek,5756.129395,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446881972000,GRSM,UNR,,6,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1312156800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000005DB626058D954C0866D767149CA4140,104484,0101000020110F0000DE82144C02B561C125AE8C3F962F5041,103962,>1m <=5m,ATBI DATABASE,,1446881977000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282894,3940048,35.580359,-83.396015,Deep Creek,Wild Cherry Branch,4752.765625,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446881977000,GRSM,UNR,,6,,,Thomas Divide Trail,Thomas Divide Trail Pullout Parking,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1313712000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000817E14B2E9DA54C0B5CF85C650CE4140,104481,0101000020110F000007603C2357B661C148DE8171CB335041,103959,>1m <=5m,ATBI DATABASE,,1446881976000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280760,3943594,35.611833,-83.42051,Upper Oconaluftee River,Minnie Ball Branch,5244.37793,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881976000,GRSM,UNR,,9,,,Appalachian Trail,Newfound Gap Road North,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1311033600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000009F84677CDEDC54C0260F9B3A22CE4140,104479,0101000020110F00007F9A827500B861C101965BD19A335041,103957,>1m <=5m,ATBI DATABASE,,1446881974000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277987,3943505,35.610413,-83.451075,West Prong Little Pigeon River Upper,Road Prong,5067.036621,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881974000,GRSM,UNR,,9,,,Road Prong Trail,Indian Gap Road Parking,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1312329600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000004930FEDECFDF54C0EC6E6BF92BD14140,104471,0101000020110F000017192A4F80BA61C1A92C416AC7365041,103949,>1m <=5m,ATBI DATABASE,,1446881969000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273888,3946243,35.634148,-83.497058,West Prong Little Pigeon River Upper,,3055.054443,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881969000,GRSM,UNR,,5,,,Cove Hardwood Nature Trail,Newfound Gap Road North,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1317859200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000005F641B1BCEDF54C0DEA79AC8E8D14140,104472,0101000020110F00009DA960CF7EBA61C1A19FB9B88C375041,103950,>1m <=5m,ATBI DATABASE,,1446881970000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273914,3946882,35.63991,-83.496951,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2678.322266,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881970000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,Nfg Pullout Parking At Mp 6.49,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318204800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000055885958C5DF54C00EC8EDBD56D64140,104473,0101000020110F000053679A5E77BA61C1037520032E3C5041,103951,>1m <=5m,ATBI DATABASE,,1446881971000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274060,3950720,35.674515,-83.496416,West Prong Little Pigeon River Upper,Twomile Branch,2482.614258,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881971000,GRSM,UNR,,6,,,Two Mile Lead Concession Horse Trail,Cherokee Orchard Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1245801600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E6100000CECFE98661DF54C0B5F5B9058BD64140,104474,0101000020110F0000C4C20F9822BA61C1781DF5AB643C5041,103952,>1m <=5m,ATBI DATABASE,,1446881971000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274616,3950883,35.676111,-83.490324,Le Conte Creek,Le Conte Creek,2467.044434,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881971000,GRSM,UNR,,6,,,Old Sugarlands Trail,Cherokee Orchard Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1312243200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000B961BBDE0ADF54C01AC42D3DDFD64140,104476,0101000020110F0000098407FFD8B961C1E60611B9BC3C5041,103954,>1m <=5m,ATBI DATABASE,,1446881972000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275102,3951156,35.678681,-83.485034,Le Conte Creek,,2482.571777,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881972000,GRSM,UNR,,4,,,Rainbow Falls Trail,Cherokee Orchard Road,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1246838400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,baiting, , ,cert,ATBI Ants
0101000020E6100000BDA7DD08FBDF54C08BDD7A31BAD74140,104469,0101000020110F00004932D3F7A4BA61C1AA16F8A8A13D5041,103947,>1m <=5m,ATBI DATABASE,,1446881968000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273794,3951931,35.685363,-83.499693,Le Conte Creek,Le Conte Creek,2013.117554,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881968000,GRSM,UNR,,6,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1321833600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000001B88C5A5F3DF54C014B6169BD3D74140,104470,0101000020110F0000C6D2B7B19EBA61C16FCC813BBC3D5041,103948,>1m <=5m,ATBI DATABASE,,1446881969000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273837,3952016,35.686138,-83.499242,Le Conte Creek,Le Conte Creek,1973.946045,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446881969000,GRSM,UNR,,1,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Aphaenogaster_rudis,Aphaenogaster  rudis,2845,Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117238400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Pheidolini,Winkler extraction, ,day,cert,ATBI Ants
