the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000015195D3EAFF954C024180E51B3BB4140,219910,0101000020110F00003C73A78A79D061C1A88A349A5D205041,219836,>1m <=5m,ATBI DATABASE,,1446943286000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,236724,3928637,35.466403,-83.901317,Lake Cheoah-Little Tennessee River,,1336.466797,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446943286000,GRSM,UNR,,3,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064102400000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000001D0525585ECA54C08C1B3CF5C3D24140,219943,0101000020110F0000C8C66C0D4AA861C1D6230CC771385041,219868,>1m <=5m,ATBI DATABASE,,1446943305000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304263,3946905,35.646598,-83.162004,Upper Cataloochee Creek,Lost Bottom Creek,3850.288086,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943305000,GRSM,UNR,,6,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,722044800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000E6AF49E4A6C654C03B26B87C97D04140,219944,0101000020110F00003B39C5FB21A561C1C88F61412C365041,219869,>1m <=5m,ATBI DATABASE,,1446943306000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309481,3944907,35.629616,-83.103932,Upper Cataloochee Creek,Mossy Branch,2702.274658,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943306000,GRSM,UNR,,1,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1098144000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000BF8EDCF3CCC454C06323899871D34140,219946,0101000020110F0000B7F47F778FA361C1D090F24127395041,219871,>1m <=5m,ATBI DATABASE,,1446943307000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312153,3947323,35.651897,-83.075005,Lower Cataloochee Creek,Hall Branch,2554.692627,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943307000,GRSM,UNR,,9,,,Lawson Jenkins-Kerr Cemetery Access,Cataloochee Group Camp Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1098144000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000C1BB5D0E3FC454C024387B95ECCA4140,219950,0101000020110F0000F5C23EF416A361C136B2939D40305041,219875,>1m <=5m,ATBI DATABASE,,1446943309000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312782,3939923,35.585338,-83.066345,Lower Johnathans Creek,Beantown Creek,4769.482422,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943309000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1098057600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000004D6152CDA3C454C09EE1BB1139CA4140,219948,0101000020110F0000070C83846CA361C1556F4A26852F5041,219873,>1m <=5m,ATBI DATABASE,,1446943308000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312212,3939327,35.57986,-83.072494,Lower Johnathans Creek,,4529.32666,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943308000,GRSM,UNR,,4,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1051660800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000664B518CDEC454C05387832EA8CA4140,219945,0101000020110F000007BF22699EA361C1D0DB992EF92F5041,219870,>1m <=5m,ATBI DATABASE,,1446943306000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311895,3939710,35.583251,-83.076079,Lower Johnathans Creek,,4715.00293,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943306000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1098057600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000E19E1AD4A3C454C024DA14E3CAC94140,219947,0101000020110F0000FAA2458A6CA361C1CCDFE417122F5041,219872,>1m <=5m,ATBI DATABASE,,1446943307000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312204,3938954,35.576497,-83.072495,Lower Johnathans Creek,,4283.442383,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943307000,GRSM,UNR,,1,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1051660800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000871AF779DBCA54C07475B8372EC74140,219942,0101000020110F0000A543C253B4A861C18EB7C9F2572C5041,219867,>1m <=5m,ATBI DATABASE,,1446943305000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303350,3936880,35.556091,-83.169642,Lower Raven Fork,Bunches Creek,4891.049805,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943305000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,778291200000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004E52069240CB54C0DB9799BD9FC64140,219941,0101000020110F00003293B32F0AA961C1E333BC36C32B5041,219866,>1m <=5m,ATBI DATABASE,,1446943304000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302780,3936410,35.551743,-83.175812,Lower Raven Fork,Flat Creek,4964.012695,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943304000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,841104000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000502596366ACD54C004AFE6A547CF4140,219937,0101000020110F000025F43565E0AA61C1BFAD6C5BCD345041,219862,>1m <=5m,ATBI DATABASE,,1446943301000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299885,3943980,35.619367,-83.209604,Straight Fork Raven Fork,Straight Fork Raven Fork,3149.407715,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943301000,GRSM,UNR,,10,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064275200000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000EEB90FEAA9CD54C01504980478CE4140,219935,0101000020110F00007982277F16AB61C1BAF97670F4335041,219860,>1m <=5m,ATBI DATABASE,,1446943300000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299517,3943285,35.613031,-83.213492,Straight Fork Raven Fork,Round Bottom Creek,3031.477051,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943300000,GRSM,UNR,,4,,,Beech Gap Trail,Straight Fork Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064275200000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000005F1EEEC786D454C07AED46DD56CD4140,219932,0101000020110F00009251A79AEAB061C105464461C6325041,219857,>1m <=5m,ATBI DATABASE,,1446943298000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289780,3942530,35.604207,-83.320722,Bradley Fork,Taywa Creek,3521.932129,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943298000,GRSM,UNR,,4,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,770947200000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000B2280DB131D754C0CFFD97A37BCB4140,219930,0101000020110F00005A1BAF992EB361C143F82804D6305041,219855,>1m <=5m,ATBI DATABASE,,1446943296000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285965,3941011,35.589704,-83.362404,Upper Oconaluftee River,Kephart Prong,2836.573975,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943296000,GRSM,UNR,,4,,,Kephart Prong Trail,Quiet Walkway Parking # 6,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1051747200000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000B5E26798A4D554C0EAD18EFA2FC94140,219931,0101000020110F00006DB7A958DDB161C1B9133957702E5041,219856,>1m <=5m,ATBI DATABASE,,1446943297000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288114,3938969,35.57177,-83.338167,Upper Oconaluftee River,Oconaluftee River,2428.771484,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943297000,GRSM,UNR,,6,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084665600000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E61000009E8B848BBCD354C0E80F9D0363C64140,219933,0101000020110F000010D553D83EB061C11EF599D2832B5041,219858,>1m <=5m,ATBI DATABASE,,1446943299000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290757,3936478,35.54989,-83.308379,Lower Oconaluftee River,Oconaluftee River,2175.844727,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943299000,GRSM,UNR,,6,,,Newton Bald Concession Horse Trail Loop,Smokemont Horse Concessions Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064188800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000DEB3762734D354C0C4E9E9D2A8C54140,219934,0101000020110F0000179D1C02CBAF61C1C2B0BE78C12A5041,219859,>1m <=5m,ATBI DATABASE,,1446943299000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291497,3935830,35.544208,-83.300054,Lower Oconaluftee River,Becks Branch,2147.350098,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943299000,GRSM,UNR,,3,,,Tow String Horse Trail,Towstring Horse Camp Road,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064188800000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
0101000020E6100000C5722DE8CADD54C08481E60199D14140,219929,0101000020110F00004FA75E40C9B861C13243785A39375041,219854,>1m <=5m,ATBI DATABASE,,1446943296000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276755,3946540,35.637475,-83.465505,West Prong Little Pigeon River Upper,Cole Creek,3642.611328,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446943296000,GRSM,UNR,,8,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Nais_communis,Nais  communis,24518,Worm,Worm,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1064448000000,Animalia, ,Annelida,Clitellata,Oligochaeta, , ,Protostomia,Lophotrochozoa,Microdrili,Tubificida, ,Tubificina, ,Tubificoidea,Naididae, ,~,D-ring dip net, , ,cert,ATBI Aquatic Oligochaeta
