the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000009D8AE25556CA54C066CFA96148D14140,74568,0101000020110F0000E682234043A861C192078C19E5365041,73924,>1m <=5m,ATBI DATABASE,,1446864921000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304279,3945619,35.635015,-83.161516,Upper Cataloochee Creek,Beech Creek,3969.5354,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864921000,GRSM,UNR,,6,,,Palmer Creek Trail,Balsam Mountain Road (closed Winter),Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B195BDAD9C654C024719B18AEC94140,74577,0101000020110F00009CD1CC434DA561C1D8A89507F42E5041,73933,>1m <=5m,ATBI DATABASE,,1446864925000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309071,3938923,35.575619,-83.107043,Upper Cataloochee Creek,Double Gap Branch,4174.820801,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864925000,GRSM,UNR,,8,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EAA7B6D682C854C0CDC29B9862CC4140,74570,0101000020110F0000F1AF9434B6A661C1CA20393CC7315041,73926,>1m <=5m,ATBI DATABASE,,1446864922000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306771,3941318,35.596752,-83.132982,Upper Cataloochee Creek,Hurricane Creek,3280.323242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864922000,GRSM,UNR,,8,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000596B51C70CC854C0338027957FCC4140,74573,0101000020110F0000E06FD7EF51A661C1DF0CDD82E5315041,73929,>1m <=5m,ATBI DATABASE,,1446864923000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307426,3941402,35.597637,-83.125776,Upper Cataloochee Creek,Jim Branch,3341.661621,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864923000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F3954503E6C854C0413D435934CD4140,74569,0101000020110F00000064176F0AA761C1A5C27153A2325041,73925,>1m <=5m,ATBI DATABASE,,1446864921000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306238,3942040,35.603153,-83.139035,Upper Cataloochee Creek,,3728.598145,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864921000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897955200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BFA08F763FC854C02C05D7EE34CD4140,74571,0101000020110F0000D731B8FB7CA661C1C4E3AFEFA2325041,73927,>1m <=5m,ATBI DATABASE,,1446864922000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307159,3942022,35.603171,-83.12887,Upper Cataloochee Creek,Hurricane Creek,3077.348633,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446864922000,GRSM,UNR,,6,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901670400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000017CD904B38DC54C0D482AAE056D34140,74561,0101000020110F0000664E2A5073B761C11417F6540B395041,73917,>1m <=5m,ATBI DATABASE,,1446864917000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279018,3947994,35.651082,-83.440932,West Prong Little Pigeon River Upper,,6072.513184,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864917000,GRSM,UNR,,6,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000057F0A36664DC54C0FE6B3BA577D34140,74560,0101000020110F00009BB8ADC598B761C1C114A5942D395041,73916,>1m <=5m,ATBI DATABASE,,1446864916000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278777,3948111,35.652082,-83.443624,West Prong Little Pigeon River Upper,,6333.666016,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864916000,GRSM,UNR,,10,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645408000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000598F25479DC54C07D864C06BBD34140,74559,0101000020110F0000AE997D8CAAB761C100D69E0174395041,73915,>1m <=5m,ATBI DATABASE,,1446864915000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278667,3948342,35.654138,-83.444901,West Prong Little Pigeon River Upper,,6310.39209,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864915000,GRSM,UNR,,7,,,Alum Cave Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645321600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E54DEBBA20DC54C085ED4794FAD34140,74563,0101000020110F0000B2FFA24C5FB761C1C6F4AA6FB6395041,73919,>1m <=5m,ATBI DATABASE,,1446864918000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279162,3948545,35.656078,-83.439494,Roaring Fork,Roaring Fork,6289.666016,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864918000,GRSM,UNR,,5,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994636800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B17F645BA2DC54C09B3E45522ED44140,74558,0101000020110F0000276D3864CDB761C17E573885EC395041,73914,>1m <=5m,ATBI DATABASE,,1446864915000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278450,3948738,35.657657,-83.447405,Le Conte Creek,Le Conte Creek,5928.389648,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864915000,GRSM,UNR,,7,,,Rainbow Falls Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,989884800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000532B3AFC0FDC54C0436B477647D44140,74564,0101000020110F000011AAF21351B761C1D024A5CC063A5041,73920,>1m <=5m,ATBI DATABASE,,1446864918000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279261,3948803,35.658424,-83.438472,Roaring Fork,,6155.619629,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864918000,GRSM,UNR,,6,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000092E70BBE8DB54C063DCA20672D34140,74566,0101000020110F00009B1B82BD2FB761C18C3F06B527395041,73922,>1m <=5m,ATBI DATABASE,,1446864920000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279460,3948075,35.65191,-83.436076,West Prong Little Pigeon River Upper,Styx Branch,6035.200684,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864920000,GRSM,UNR,,10,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FA56F335EEDB54C0D9D3FC9B51D34140,74565,0101000020110F00008F93A96434B761C1B41457D305395041,73921,>1m <=5m,ATBI DATABASE,,1446864919000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279427,3947966,35.650921,-83.43641,West Prong Little Pigeon River Upper,,5860.922363,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864919000,GRSM,UNR,,6,,,Alum Cave Trail,Alum Cave Bluffs Trailhead Parking,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,645494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FB1A7201C2D754C0C35E3A43B7D24140,74567,0101000020110F000025D9912AA9B361C1E3CF608264385041,73923,>1m <=5m,ATBI DATABASE,,1446864920000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285318,3947299,35.646211,-83.371212,Porters Creek,,4065.037354,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864920000,GRSM,UNR,,1,,,Appalachian Trail,Nfg Pullout Parking At Mp 12.98,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1148688000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,prob.,ATBI
0101000020E610000092C175B882E154C086F61B41F8D54140,74556,0101000020110F0000DD7A85A0F1BB61C1D8624C3ACB3B5041,73912,>1m <=5m,ATBI DATABASE,,1446864914000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271591,3950463,35.671632,-83.523599,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1637.876953,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864914000,GRSM,UNR,,6,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD710FCADAE054C01A8463DD12C84140,74557,0101000020110F0000BEEFC20063BB61C17CD38DA7462D5041,73913,>1m <=5m,ATBI DATABASE,,1446864914000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272211,3938395,35.563069,-83.51335,Forney Creek,Steeltrap Creek,6260.738281,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864914000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,prob.,ATBI
0101000020E610000093949B784CE854C086D0B7C827C94140,74555,0101000020110F0000C62AC87FB5C161C19E19C3C8672E5041,73911,>1m <=5m,ATBI DATABASE,,1446864913000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261692,3939608,35.57152,-83.629663,Little River-Crooked Creek,Indian Flats Prong,4415.32959,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864913000,GRSM,UNR,,1,,,Appalachian Trail,Upper Tremont Road,Valid,Viola_macloskeyi_variety,Viola  macloskeyi variety,42324,Smooth White Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,year,cert,Fridley Veg Plots
