the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000007B6E7859DF754C05C6DF259F3BB4140,60423,0101000020110F00001DFF58A6B7CE61C1646EA260A0205041,59858,>1m <=5m,ATBI DATABASE,,1446856853000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239665,3928768,35.468357,-83.868985,Lake Cheoah-Little Tennessee River,Twentymile Creek,1805.281494,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446856853000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,840585600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009E2350CFABC454C0B6F9326A21D54140,60483,0101000020110F0000DDF2915173A361C10E86A9A1EA3A5041,59918,>1m <=5m,ATBI DATABASE,,1446856890000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312367,3948781,35.665075,-83.072983,Lower Cataloochee Creek,Cataloochee Creek,2468.658691,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446856890000,GRSM,UNR,,4,,,Lawson Jenkins-Kerr Cemetery Access,Old Cataloochee Turnpike,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,904003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000099743DCC3CC754C04D6BD7B4EDCF4140,60479,0101000020110F0000288B7A4CA1A561C1894321DB7A355041,59914,>1m <=5m,ATBI DATABASE,,1446856888000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308640,3944350,35.624435,-83.113082,Upper Cataloochee Creek,Rough Fork,2759.154297,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446856888000,GRSM,UNR,,3,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,778896000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000871AF779DBCA54C07475B8372EC74140,60473,0101000020110F0000A543C253B4A861C18EB7C9F2572C5041,59908,>1m <=5m,ATBI DATABASE,,1446856885000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303350,3936880,35.556091,-83.169642,Lower Raven Fork,Bunches Creek,4891.049805,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856885000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,841017600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004E52069240CB54C0DB9799BD9FC64140,60471,0101000020110F00003293B32F0AA961C1E333BC36C32B5041,59906,>1m <=5m,ATBI DATABASE,,1446856883000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302780,3936410,35.551743,-83.175812,Lower Raven Fork,Flat Creek,4964.012695,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856883000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,935280000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000ADC6C121CBCA54C0241A7C181CC64140,60474,0101000020110F000061021C72A6A861C1740F50CB392B5041,59909,>1m <=5m,ATBI DATABASE,,1446856885000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303420,3935950,35.547726,-83.168644,Lower Raven Fork,Bunches Creek,4461.427734,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856885000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,841104000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000005F1EEEC786D454C07AED46DD56CD4140,60464,0101000020110F00009251A79AEAB061C105464461C6325041,59899,>1m <=5m,ATBI DATABASE,,1446856880000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,289780,3942530,35.604207,-83.320722,Bradley Fork,Taywa Creek,3521.932129,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856880000,GRSM,UNR,,4,,,Bradley Fork Trail,Newfound Gap Road South,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,803088000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000A873EA02F2D554C06B10826F09C84140,60462,0101000020110F0000849D87181FB261C1A28B5FCF3C2D5041,59897,>1m <=5m,ATBI DATABASE,,1446856878000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,287662,3937982,35.562781,-83.342892,Upper Oconaluftee River,,2955.977295,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856878000,GRSM,UNR,,7,,,Newton Bald Trail,Collins Creek Picnic Area Upper Loop Parking C,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,901670400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000EDF6DF9EB5D554C0BA8B864532C94140,60463,0101000020110F00008BE54FCEEBB161C14D5B1BBC722E5041,59898,>1m <=5m,ATBI DATABASE,,1446856879000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288020,3938979,35.57184,-83.339206,Upper Oconaluftee River,Oconaluftee River,2452.830322,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856879000,GRSM,UNR,,3,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,905385600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000E42D2F0A4CD354C0D26BA93F5FC54140,60465,0101000020110F0000858D584BDFAF61C14619E9AC742A5041,59900,>1m <=5m,ATBI DATABASE,,1446856880000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291359,3935584,35.541962,-83.301512,Lower Oconaluftee River,Oconaluftee River,2291.101318,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856880000,GRSM,UNR,,5,,,Tow String Horse Trail,Newfound Gap Road South,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,905299200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000082A7C8D5D3DB54C03BEDB34E45C44140,60457,0101000020110F0000F0890BFE1DB761C184203C694E295041,59892,>1m <=5m,ATBI DATABASE,,1446856875000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279250,3934920,35.533358,-83.4348,Deep Creek,Pole Road Creek,3028.680664,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446856875000,GRSM,UNR,,7,,,Pole Road Creek Trail,Noland Divide Trailhead Parking,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,872726400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004784285A37DB54C0F1758E0B8BCA4140,60460,0101000020110F0000D57B641799B661C1A5973DC1DA2F5041,59895,>1m <=5m,ATBI DATABASE,,1446856876000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280250,3940335,35.582361,-83.425249,Deep Creek,Deep Creek,3672.637451,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446856876000,GRSM,UNR,,8,,,Deep Creek Trail,Deep Creek Valley Overlook # 2,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,874368000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000AA895C751FDE54C061BB62E30DD04140,60454,0101000020110F0000A59AA10F11B961C1B8CA237B9C355041,59889,>1m <=5m,ATBI DATABASE,,1446856873000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276254,3945214,35.625417,-83.470666,West Prong Little Pigeon River Upper,Road Prong,3852.868408,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446856873000,GRSM,UNR,,5,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,804902400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000A29FE38277D954C07452EB3F23D44140,60461,0101000020110F00008A4A6EBD1CB561C1F3718DF2E0395041,59896,>1m <=5m,ATBI DATABASE,,1446856877000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282930,3948590,35.657319,-83.397915,Porters Creek,Shutts Prong,3428.33667,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446856877000,GRSM,UNR,,7,,,Porters Creek Trail,Newfound Gap Road North,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,874454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000069AA223AF6DE54C0B354273FE0D84140,60452,0101000020110F0000B2E1D176C7B961C162668326D53E5041,59887,>1m <=5m,ATBI DATABASE,,1446856872000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275260,3952890,35.694337,-83.483774,Baskins Creek,Falls Branch,2314.302734,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446856872000,GRSM,UNR,,7,,,Baskins Creek Trail,Roaring Fork Motor Nature Trail,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,865296000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000A5A8D5854FDC54C02D923662A1DC4140,60456,0101000020110F00009D57550A87B761C1C787E072C2425041,59891,>1m <=5m,ATBI DATABASE,,1446856874000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279090,3956050,35.723668,-83.44235,Dudley Creek,,1799.319336,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446856874000,GRSM,UNR,,7,,,Bell Branch Concession Horse Trail,Dudley Creek Road,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,841795200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000003E0007BF9DE154C0BC79AA43EED94140,60442,0101000020110F0000C67C769408BC61C16E248689EF3F5041,59877,>1m <=5m,ATBI DATABASE,,1446856865000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271530,3953900,35.702577,-83.525249,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1354.412354,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446856865000,GRSM,UNR,,5,,,Gatlinburg Trail,Newfound Gap Road North,Valid,Thienemanniella_xena,Thienemanniella  xena,39934,Xenate Non-biting Midge,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,843696000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Diptera, ,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,~,by hand, , ,cert,Inventory & Monitoring
