the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000049071938E8EF54C04ADB1B2369D14140,171415,0101000020110F0000B662DEB82BC861C178E8345407375041,171093,>1m <=5m,ATBI DATABASE,,1446915463000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251116,3947058,35.636014,-83.748544,Little River-Crooked Creek,,1643.705322,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915463000,GRSM,UNR,,6,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E289494DF5F054C014AAA8B501CA4140,171410,0101000020110F00007AEF144110C961C1B4D825574B2F5041,171088,>1m <=5m,ATBI DATABASE,,1446915460000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249448,3940682,35.57817,-83.764968,Abrams Creek Upper,,3417.666504,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915460000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Campground Segment A,Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,839462400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000051EA23D4B2F054C08B03B04D5FC84140,171411,0101000020110F0000F9DB69CCD7C861C1B59BEA75962D5041,171089,>1m <=5m,ATBI DATABASE,,1446915461000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249776,3939255,35.565402,-83.760911,Abrams Creek Upper,,3979.992676,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915461000,GRSM,UNR,,6,,,Appalachian Trail,Cades Cove Campground Segment A,Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002B08C26E88F354C0691138AF7DC54140,171407,0101000020110F00003B60DE0D40CB61C1A44C8171942A5041,171085,>1m <=5m,ATBI DATABASE,,1446915459000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245690,3936871,35.542891,-83.805198,Abrams Creek Upper,,3858.862793,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915459000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D2C2EA28EF354C0E9E311446CC54140,171406,0101000020110F00007A28115245CB61C159BE2A43822A5041,171084,>1m <=5m,ATBI DATABASE,,1446915458000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245654,3936813,35.54236,-83.805577,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915458000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004D23A5ED40F554C01114E40C2AC34140,171401,0101000020110F00003643D22AB6CC61C169511ECE26285041,171079,>1m <=5m,ATBI DATABASE,,1446915456000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,243194,3934924,35.524714,-83.832084,Abrams Creek Upper,,4370.911133,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915456000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000F1443440FDF554C08C791021BFC24140,171397,0101000020110F00008A78101C56CD61C18B9E1C3BB7275041,171075,>1m <=5m,ATBI DATABASE,,1446915454000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242141,3934592,35.521451,-83.843578,Lake Cheoah-Little Tennessee River,,4340.593262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915454000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,842227200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F115126DFDF554C0EE0958D3BEC24140,171396,0101000020110F0000DB602B4256CD61C17ABE02EAB6275041,171074,>1m <=5m,ATBI DATABASE,,1446915453000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242140,3934591,35.521442,-83.843589,Lake Cheoah-Little Tennessee River,,4340.593262,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915453000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D747B4D85EF754C019DC71EBF7C24140,171388,0101000020110F00002E4A276B82CE61C1E823097EF2275041,171066,>1m <=5m,ATBI DATABASE,,1446915449000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240189,3934841,35.523184,-83.86516,Abrams Creek Upper,Bower Creek,4591.112305,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915449000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D1B4CCCE54F754C09C993870C9C24140,171389,0101000020110F00002A5F88E479CE61C190EC11FDC1275041,171067,>1m <=5m,ATBI DATABASE,,1446915450000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240240,3934682,35.521766,-83.864547,Abrams Creek Upper,Bower Creek,4842.859863,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915450000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000004F15EEBD01F654C00A9E63BCBDC24140,171395,0101000020110F0000D4DF86EC59CD61C11F1AECC6B5275041,171073,>1m <=5m,ATBI DATABASE,,1446915453000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,242116,3934588,35.521408,-83.843852,Lake Cheoah-Little Tennessee River,,4337.385254,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915453000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000010BD622CA4F654C04CFBB6C5D4C24140,171392,0101000020110F0000360085E0E3CD61C11103CAD0CD275041,171070,>1m <=5m,ATBI DATABASE,,1446915451000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241219,3934692,35.522111,-83.853766,Abrams Creek Upper,Moore Springs Branch,4436.974609,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915451000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000009235B076D0F654C0736B286EC2C24140,171390,0101000020110F000045BD247E09CE61C11A13F7ACBA275041,171068,>1m <=5m,ATBI DATABASE,,1446915450000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,North Carolina,240972,3934637,35.521552,-83.856469,Abrams Creek Upper,Moore Springs Branch,4773.598633,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446915450000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D6217627B1F654C0B47349BE1AC34140,171391,0101000020110F0000BF0ECFE6EECD61C17B5AE9D416285041,171069,>1m <=5m,ATBI DATABASE,,1446915451000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241154,3934931,35.524247,-83.854558,Abrams Creek Upper,Moore Springs Branch,4430.708008,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915451000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003E7C31456DF754C03E5E98F15BC34140,171387,0101000020110F00004C842FAB8ECE61C1569311DF5A285041,171065,>1m <=5m,ATBI DATABASE,,1446915448000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,240119,3935182,35.526237,-83.86604,Abrams Creek Upper,Bower Creek,4195.410645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915448000,GRSM,UNR,,5,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,842313600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000860125E73FF654C033CF6C8C1AC44140,171393,0101000020110F0000ACFD9FB78ECD61C11DC938C921295041,171071,>1m <=5m,ATBI DATABASE,,1446915452000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935779,35.532053,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915452000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008DDC66CC52F554C06365A56AF7C44140,171400,0101000020110F000038E62958C5CC61C1EE47264D082A5041,171078,>1m <=5m,ATBI DATABASE,,1446915455000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243140,3936489,35.538794,-83.833174,Abrams Creek Upper,Forge Creek,2848.888184,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915455000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000153A1AE052F554C004313A74C8C44140,171399,0101000020110F0000273BE568C5CC61C1794D3049D7295041,171077,>1m <=5m,ATBI DATABASE,,1446915455000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243135,3936330,35.537361,-83.833179,Abrams Creek Upper,Brier Lick Branch,2889.466064,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446915455000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eutrochium_purpureum_v_pupureum,Eutrochium  purpureum v. pupureum,15973,Purple-node Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,837561600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
