the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D133A2B970F554C07BD89E683DBA4140,4082,0101000020110F0000A6A9D9C2DECC61C107B9AFB9D71E5041,3455,>1m <=5m,ATBI DATABASE,,1446825432000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242707,3927196,35.454992,-83.835001,Lake Cheoah-Little Tennessee River,,1753.150391,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446825432000,GRSM,UNR,,10,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1089072000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000DE3ACF3D03D354C05B88153B08C54140,4110,0101000020110F0000EC887777A1AF61C12FDDCDD9192A5041,3483,>1m <=5m,ATBI DATABASE,,1446825448000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291755,3935280,35.539307,-83.297069,Lower Oconaluftee River,Tow String Creek,2122.173828,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446825448000,GRSM,UNR,,6,,,Chambers Cemetery Access,Tow String Horse Barn Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116720000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000752B7FAFC2DD54C0E6DD0E9DB6C34140,4109,0101000020110F0000321BDD44C2B861C1E94D077EB9285041,3482,>1m <=5m,ATBI DATABASE,,1446825447000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276499,3934505,35.529004,-83.465004,Noland Creek,,3505.270996,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446825447000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,583372800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000AED21F9288DF54C0F96E0C64AAD14140,4108,0101000020110F00002D55FFC043BA61C19346EF844B375041,3481,>1m <=5m,ATBI DATABASE,,1446825446000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274293,3946661,35.638006,-83.492707,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2794.644775,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446825446000,GRSM,UNR,,6,,,Cove Hardwood Nature Trail,The Chimney Tops Pullout Parking,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-973987200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000006BC8A941FEC54C00299BE5318D24140,4099,0101000020110F000047638C0EF5C461C1D61C3168BE375041,3472,>1m <=5m,ATBI DATABASE,,1446825441000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256487,3947503,35.641361,-83.689423,Little River-Crooked Creek,Middle Prong Little River,1349.121338,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825441000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1179705600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,observed,No,day,cert,General
0101000020E61000009BB614CA21EC54C01B2AE70705D24140,4098,0101000020110F0000E85EDCEEF6C461C15EA2C63DAA375041,3471,>1m <=5m,ATBI DATABASE,,1446825441000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256473,3947438,35.640772,-83.689558,Little River-Crooked Creek,Middle Prong Little River,1350.795044,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825441000,GRSM,UNR,,5,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1211846400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,ATBI
0101000020E61000008EE7E258DFEF54C00563FFA768D14140,4090,0101000020110F00003E99ED2F24C861C16D7C8ED306375041,3463,>1m <=5m,ATBI DATABASE,,1446825436000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251165,3947055,35.635999,-83.748003,Little River-Crooked Creek,,1644.438721,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825436000,GRSM,UNR,,1,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1024012800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000157FFA2022EC54C0BB2E0FE8F8D14140,4096,0101000020110F0000A8B8A938F7C461C139121A929D375041,3469,>1m <=5m,ATBI DATABASE,,1446825439000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256470,3947397,35.640402,-83.689579,Little River-Crooked Creek,Middle Prong Little River,1354.375366,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825439000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Event Parking,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1268956800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,heard calling,No,day,cert,ATBI
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,4100,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,3473,>1m <=5m,ATBI DATABASE,,1446825442000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825442000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,958262400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E6100000F62B23495EE254C01EFAC2F9CED74140,4103,0101000020110F0000499C911AACBC61C145041364B73D5041,3476,>1m <=5m,ATBI DATABASE,,1446825443000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270419,3952088,35.685997,-83.537001,West Prong Little Pigeon River Upper,Ash Hopper Branch,1466.512207,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446825443000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Sugarlands Visitor Center Parking B,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1024963200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000057909ED678E154C02CCD846BDDD44140,4105,0101000020110F0000744FED3BE9BB61C1D1EF748DA33A5041,3478,>1m <=5m,ATBI DATABASE,,1446825445000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271621,3949504,35.663,-83.522996,West Prong Little Pigeon River Upper,,1784.488037,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446825445000,GRSM,UNR,,1,,,Riverview Quiet Walkway,Newfound Gap Road North,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,107568000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000021E4BA9168E154C06D1D679D68D14140,4107,0101000020110F0000D366AF6ADBBB61C1E72F7CC806375041,3480,>1m <=5m,ATBI DATABASE,,1446825446000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,271634,3946506,35.635998,-83.522003,Little River-Goshen Prong,Steep Branch,4353.479492,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446825446000,GRSM,UNR,,9,,,Sugarland Mountain Trail,Newfound Gap Road North,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1056758400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000B6072E4AE1EA54C0FD8D47C71ACF4140,4101,0101000020110F000002798DBBE6C361C1E56A9C7A9E345041,3474,>1m <=5m,ATBI DATABASE,,1446825442000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258176,3944863,35.617998,-83.669996,Little River-Crooked Creek,Middle Prong Little River,1892.332397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825442000,GRSM,UNR,,3,,,Middle Prong Trail,Upper Tremont Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-1024963200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E1514435AEEF54C0AC2CA3FBF3CD4140,4093,0101000020110F000047A80D74FAC761C14B12D0816A335041,3466,>1m <=5m,ATBI DATABASE,,1446825438000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251353,3944052,35.609001,-83.745004,Little River-Crooked Creek,Sugar Cove Prong,1749.106445,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825438000,GRSM,UNR,,4,,,Crib Gap Trail,Laurel Creek Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-991785600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000234F2F84BEEF54C02BFF6D6535CE4140,4092,0101000020110F000024FDCF4D08C861C1FC5352D7AE335041,3465,>1m <=5m,ATBI DATABASE,,1446825437000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251269,3944276,35.610998,-83.745999,Little River-Crooked Creek,Laurel Creek,1729.094238,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825437000,GRSM,UNR,,10,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-973987200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000EDCC5B0DFAF554C03E3F867A39CC4140,4081,0101000020110F0000F8579E6453CD61C10F980B4A9C315041,3454,>1m <=5m,ATBI DATABASE,,1446825431000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242396,3942807,35.595497,-83.843383,Abrams Creek Upper,Abrams Creek,1714.104004,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825431000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1216252800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,aerial net,No,day,cert,ATBI
0101000020E6100000B902CD91BCF454C0F1A153768BCC4140,4085,0101000020110F00005C0343C145CC61C13CFB57EBF1315041,3458,>1m <=5m,ATBI DATABASE,,1446825433000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244160,3943034,35.597999,-83.824005,Abrams Creek Upper,Feezell Branch,1733.156616,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446825433000,GRSM,UNR,,6,,,Lawson Cemetery Access,Hyatt Lane,Valid,Polygonia_interrogationis,Polygonia  interrogationis,32087,Question Mark,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990230400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Papilionoidea,Nymphalidae,Nymphalinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
