the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C1602FFB72F954C06EC270C7BEBB4140,58147,0101000020110F000082B2585C46D061C1CD45238E69205041,57607,>1m <=5m,ATBI DATABASE,,1446855591000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237059,3928666,35.466753,-83.897639,Lake Cheoah-Little Tennessee River,,1712.54126,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446855591000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000029E7EEE732D954C0C40858E028DE4140,58166,0101000020110F000083F23479E2B461C1965B11095C445041,57625,>1m <=5m,ATBI DATABASE,,1446855601000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283521,3957267,35.735616,-83.393728,Little Pigeon River Middle,Copeland Creek,1883.097168,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446855601000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C760D2D3F8E954C0E324839238D84140,58159,0101000020110F00006109634D21C361C1D60B50CF253E5041,57619,>1m <=5m,ATBI DATABASE,,1446855598000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259675,3952730,35.68922,-83.655808,Little River-Goshen Prong,Indian Camp Branch,2135.668945,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855598000,GRSM,UNR,,7,,,Roundtop Trail,Wear Cove Gap Road,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1352592000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000D10C3DBD4DFC54C09C463CD454C14140,58132,0101000020110F0000721966FEB2D261C1D8C4A0323D265041,57592,>1m <=5m,ATBI DATABASE,,1446855583000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233155,3933628,35.510394,-83.942241,Chilhowee Lake,,2230.546387,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855583000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C4FE34464FFC54C026F3CEFC45C14140,58131,0101000020110F000016AA254CB4D261C13C547EB62D265041,57591,>1m <=5m,ATBI DATABASE,,1446855583000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233145,3933578,35.509942,-83.942334,Chilhowee Lake,,2198.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855583000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007A53AD5FD2FD54C0656B00EDC9C14140,58130,0101000020110F00001BDAA80FFDD361C1BE81B05FB7265041,57590,>1m <=5m,ATBI DATABASE,,1446855582000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,231015,3934089,35.513968,-83.965961,Chilhowee Lake,Maynard Creek,1279.793823,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855582000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000017726A3CD8FD54C0ACF8DE9DC4C14140,58129,0101000020110F0000BFCA3C0A02D461C17EF192D5B1265041,57589,>1m <=5m,ATBI DATABASE,,1446855582000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230982,3934072,35.513806,-83.966319,Chilhowee Lake,Maynard Creek,1264.128052,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855582000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000007D20DAA304FE54C03A1A1D16FEC14140,58128,0101000020110F000081CA9AC027D461C168EE76CCED265041,57588,>1m <=5m,ATBI DATABASE,,1446855581000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3934274,35.51556,-83.969029,Chilhowee Lake,,1240.640015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855581000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000009DB3BE211FF54C09D8882494CC14140,58111,0101000020110F0000F965CD6B0CD561C1C7941A4934265041,57571,>1m <=5m,ATBI DATABASE,,1446855570000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229233,3933717,35.510134,-83.985462,Chilhowee Lake,,1322.145752,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855570000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1349049600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed,No,day,cert,Environmental Assessments
0101000020E6100000793C952265FE54C02DB926BE89C24140,58125,0101000020110F0000C34AA4B479D461C118C4DE857F275041,57585,>1m <=5m,ATBI DATABASE,,1446855579000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230222,3934763,35.519822,-83.974919,Chilhowee Lake,Tabcat Creek,1218.243286,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855579000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000077479BEA76FE54C0549B19ACA1C24140,58124,0101000020110F0000AB45ADCE88D461C1F3242E7E98275041,57584,>1m <=5m,ATBI DATABASE,,1446855579000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230126,3934847,35.520552,-83.976004,Chilhowee Lake,Tabcat Creek,1231.734985,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855579000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1766A549EFE54C0720AAE96D4C24140,58117,0101000020110F0000287FF447AAD461C16038B59FCD275041,57577,>1m <=5m,ATBI DATABASE,,1446855574000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229913,3935026,35.522106,-83.978409,Chilhowee Lake,Tabcat Creek,1317.749756,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855574000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000085A052A191FE54C0938904288DC24140,58123,0101000020110F000059F8CC7E9FD461C1C8C1BA1583275041,57583,>1m <=5m,ATBI DATABASE,,1446855578000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229976,3934782,35.519926,-83.977634,Chilhowee Lake,Tabcat Creek,1111.436768,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855578000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BD100B4592FE54C02557CC7092C24140,58120,0101000020110F00009937D909A0D461C1CFAB539988275041,57580,>1m <=5m,ATBI DATABASE,,1446855576000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229973,3934800,35.520087,-83.977673,Chilhowee Lake,Tabcat Creek,1148.661377,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855576000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000833C466F94FE54C0031955149CC24140,58118,0101000020110F00008EA38EE0A1D461C1812A27A892275041,57578,>1m <=5m,ATBI DATABASE,,1446855575000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229962,3934833,35.520381,-83.977806,Chilhowee Lake,Tabcat Creek,1181.555908,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855575000,GRSM,UNR,,8,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000000190363500FF54C06268BC4752C34140,58113,0101000020110F0000396BB368FDD461C1D14274C950285041,57573,>1m <=5m,ATBI DATABASE,,1446855571000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229384,3935468,35.525942,-83.984384,Chilhowee Lake,Tabcat Creek,1318.532227,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855571000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000001A9E1D57C0FE54C02758348EF2C34140,58115,0101000020110F000071D68E2AC7D461C1081B560CF8285041,57575,>1m <=5m,ATBI DATABASE,,1446855573000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229754,3936000,35.530833,-83.980485,Chilhowee Lake,Shop Creek,1147.218872,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855573000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1019952000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000315FD32098FE54C0B6CF2755CFC34140,58122,0101000020110F0000C13C9D03A5D461C1DD8C084AD3285041,57582,>1m <=5m,ATBI DATABASE,,1446855577000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229973,3935874,35.529758,-83.978031,Chilhowee Lake,Shop Creek,1162.979736,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855577000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000000A598AA20FFF54C02A3BC03D56C34140,58112,0101000020110F000077A2DD820AD561C102CEA2EB54285041,57572,>1m <=5m,ATBI DATABASE,,1446855571000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229299,3935484,35.526063,-83.985325,Chilhowee Lake,Tabcat Creek,1379.15918,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446855571000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Tephrosia_virginiana,Tephrosia  virginiana,39757,GoatÆs-rue,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Fabales, , , , ,Fabaceae, ,~,observed, ,day,cert,TVA Powerline Plants
