the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F9A0DEC14CF354C0834EE25511BF4140,171459,0101000020110F00005EDF335F0DCB61C1905ACDA5E0235041,171137,>1m <=5m,ATBI DATABASE,,1446915489000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,245862,3931294,35.49271,-83.801556,Eagle Creek,Lost Cove Creek,2676.281738,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446915489000,GRSM,UNR,,8,,,Lost Cove Trail,Lakeview Drive West,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1083974400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000CDA1DFD389CD54C0EE9F0B503ED04140,171499,0101000020110F0000188DD73EFBAA61C12D76F013CF355041,171177,>1m <=5m,ATBI DATABASE,,1446915513000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299729,3944819,35.626895,-83.211533,Straight Fork Raven Fork,,3328.281494,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915513000,GRSM,UNR,,7,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000008B4BF0AEBCC354C03D23B0CAA9CF4140,171511,0101000020110F00002BEE7B3AA8A261C142CB9FE533355041,171189,>1m <=5m,ATBI DATABASE,,1446915519000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313589,3944015,35.622362,-83.058387,Lower Johnathans Creek,,4448.383789,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446915519000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1119916800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000006AD90ED11EC754C054A4D3DE93CD4140,171504,0101000020110F000014B4F1D587A561C1B20E2A1B06335041,171182,>1m <=5m,ATBI DATABASE,,1446915516000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308762,3942309,35.606068,-83.111252,Upper Cataloochee Creek,,3399.046143,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446915516000,GRSM,UNR,,4,,,Big Fork Ridge Trail,Cataloochee Entrance Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1028332800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000B61B9B2242C454C052BC048630CC4140,171510,0101000020110F00007F8AB29119A361C139609DEF92315041,171188,>1m <=5m,ATBI DATABASE,,1446915519000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312788,3941020,35.595224,-83.066533,Lower Johnathans Creek,,3856.797607,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446915519000,GRSM,UNR,,10,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027123200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000766720A8F0C454C0D455295928CB4140,171509,0101000020110F0000E56C54CAADA361C1DF47A9077F305041,171187,>1m <=5m,ATBI DATABASE,,1446915518000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311804,3940146,35.587162,-83.077185,Upper Cataloochee Creek,Cove Creek,4932.375977,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446915518000,GRSM,UNR,,6,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1026864000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000DA01D71553C554C0AEB7D9A11FCB4140,171508,0101000020110F0000616FC16201A461C16B8C63ED75305041,171186,>1m <=5m,ATBI DATABASE,,1446915518000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311259,3940128,35.586896,-83.083192,Upper Cataloochee Creek,,4626.60498,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446915518000,GRSM,UNR,,7,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1026777600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005B1E2729C9C854C044BEDE0C1DCC4140,171502,0101000020110F00004EE40EEEF1A661C15DF1DA987E315041,171180,>1m <=5m,ATBI DATABASE,,1446915515000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306377,3941091,35.59463,-83.137274,Upper Cataloochee Creek,Hurricane Creek,3564.366211,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446915515000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027900800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000CDC1ED15A5CD54C0C7CD8E33D1CF4140,171498,0101000020110F00008A734E6512AB61C1D93FAE125D355041,171176,>1m <=5m,ATBI DATABASE,,1446915512000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299570,3944453,35.623565,-83.213197,Straight Fork Raven Fork,Straight Fork Raven Fork,3150.237793,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915512000,GRSM,UNR,,2,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-2208988800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, ,wrong,cert,ATBI Coleoptera Survey
0101000020E61000004E0736D75ED754C03B594E6830CC4140,171486,0101000020110F00008C5A08F254B361C1BBD294D092315041,171164,>1m <=5m,ATBI DATABASE,,1446915506000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285730,3941629,35.59522,-83.36516,Upper Oconaluftee River,Kephart Prong,3176.44458,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915506000,GRSM,UNR,,6,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056067200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000002BE587DAEEDD54C09D959A6810C84140,171469,0101000020110F00007C69EEC7E7B861C149141417442D5041,171147,>1m <=5m,ATBI DATABASE,,1446915494000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276349,3938282,35.562994,-83.467699,Noland Creek,,5435.604004,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446915494000,GRSM,UNR,,6,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058572800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E610000015BDF38E2ADB54C01A79F330C1CC4140,171476,0101000020110F00009846C2398EB661C1E64C1E0A2A325041,171154,>1m <=5m,ATBI DATABASE,,1446915499000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280368,3942250,35.599639,-83.424469,Deep Creek,,4523.935547,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915499000,GRSM,UNR,,4,,,Deep Creek Trail,Newfound Gap Road South,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027296000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000003B61CEDBD4D954C0C370940D82CF4140,171480,0101000020110F0000720717056CB561C1ECD9B6600A355041,171158,>1m <=5m,ATBI DATABASE,,1446915502000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282316,3944590,35.62115,-83.403613,Upper Oconaluftee River,,5828.839355,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915502000,GRSM,UNR,,7,,,Appalachian Trail,Newfound Gap Road North,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1026950400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000C9AF52E64BDA54C0742B266417CF4140,171479,0101000020110F0000EF4E1B1FD1B561C11D1FACF09A345041,171157,>1m <=5m,ATBI DATABASE,,1446915501000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281649,3944245,35.617894,-83.410879,West Prong Little Pigeon River Upper,,5712.051758,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915501000,GRSM,UNR,,10,,,Appalachian Trail,Parking At Mp 13.35,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1128643200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000099DE216CE8DC54C0F222E3B615CE4140,171471,0101000020110F0000BD2BE6E508B861C1ECAB94BE8D335041,171149,>1m <=5m,ATBI DATABASE,,1446915496000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277931,3943464,35.610031,-83.451682,West Prong Little Pigeon River Upper,Road Prong,4991.254883,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446915496000,GRSM,UNR,,6,,,Road Prong Trail,Clingmans Dome Access Road,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058659200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000399DE87693DC54C0AB1920780CCE4140,171472,0101000020110F000098D046BEC0B761C175DB241684335041,171150,>1m <=5m,ATBI DATABASE,,1446915496000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,Tennessee,278400,3943421,35.609749,-83.446496,West Prong Little Pigeon River Upper,Road Prong,5288.348145,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446915496000,GRSM,UNR,,7,,,Appalachian Trail,Indian Gap Road Parking,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058659200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E610000053231AFB37DC54C00E9646E0D0D34140,171473,0101000020110F0000EBDAD30B73B761C10146A0D88A395041,171151,>1m <=5m,ATBI DATABASE,,1446915497000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279030,3948407,35.654805,-83.440913,Roaring Fork,Roaring Fork,6345.960938,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446915497000,GRSM,UNR,,5,,,Trillium Gap Trail,Nfg Pullout Parking At Mp 9.48,Valid,Eutyphlus_similis,Eutyphlus  similis,15987,Similar Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
