the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000009145C03F4AFB54C053695EEAF4BD4140,18087,0101000020110F00001375D09BD6D161C11CBD79FAB7225041,17331,>1m <=5m,ATBI DATABASE,,1446833149000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234505,3930660,35.48403,-83.926403,Chilhowee Lake,,2145.195557,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833149000,GRSM,UNR,,8,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000003986FD278AE854C09E104DEF0EB94140,18124,0101000020110F0000637968E3E9C161C10CEDA75F9C1D5041,17367,>1m <=5m,ATBI DATABASE,,1446833167000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,260978,3925665,35.445761,-83.633428,Lower Fontana Lake-Little Tennessee River,,1767.47583,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833167000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008370A2E96EE854C06A0F16761AB94140,18126,0101000020110F000040E515C0D2C161C1158DE663A81D5041,17368,>1m <=5m,ATBI DATABASE,,1446833168000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,261130,3925700,35.446113,-83.631765,Lower Fontana Lake-Little Tennessee River,,1758.005859,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833168000,GRSM,UNR,,3,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000DDBC8FA892E854C03270CEF5EEB84140,18123,0101000020110F00003A7DF81BF1C161C12ED4340A7B1D5041,17366,>1m <=5m,ATBI DATABASE,,1446833166000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,260928,3925558,35.444786,-83.633947,Lower Fontana Lake-Little Tennessee River,,1693.744507,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833166000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000045F5D6C096E854C096C34E88EBB84140,18122,0101000020110F0000300F4696F4C161C15E946977771D5041,17365,>1m <=5m,ATBI DATABASE,,1446833166000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,260905,3925547,35.444681,-83.634197,Lower Fontana Lake-Little Tennessee River,,1742.273193,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833166000,GRSM,UNR,,10,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C9E0CB519BE754C039DED8440AB94140,18127,0101000020110F000038D6520B1FC161C169C06B82971D5041,17369,>1m <=5m,ATBI DATABASE,,1446833168000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,262301,3925614,35.445619,-83.618851,Lower Fontana Lake-Little Tennessee River,Chambers Creek,1723.25061,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833168000,GRSM,UNR,,8,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000061AA3E8F45E154C0CD11C15EBFBA4140,18131,0101000020110F000058F7D7AEBDBB61C12B9C223B5F1F5041,17373,>1m <=5m,ATBI DATABASE,,1446833170000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271325,3926860,35.458958,-83.519867,Fontana Lake-Tuckasegee River,Noland Creek,2420.622559,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833170000,GRSM,UNR,,4,,,Stiles Cemetery Access,Lakeview Drive East,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087344000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C54C1045A6E154C0D4C85F48B1BA4140,18130,0101000020110F000003BFAAD10FBC61C118BAD28A501F5041,17372,>1m <=5m,ATBI DATABASE,,1446833169000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,270788,3926826,35.458528,-83.525769,Noland Creek,Noland Creek,1851.705811,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833169000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000059AD89EEA1E254C0838EFC1F32BB4140,18129,0101000020110F0000230E3E8EE5BC61C1442E08E3D61F5041,17371,>1m <=5m,ATBI DATABASE,,1446833169000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269405,3927298,35.46246,-83.541129,Noland Creek,,2369.100586,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446833169000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088294400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C9A94AAC23EE54C02C66F153F6D34140,18118,0101000020110F0000A8B2E45FABC661C1B16914FEB1395041,17361,>1m <=5m,ATBI DATABASE,,1446833164000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253679,3949200,35.655948,-83.720923,Little River-Crooked Creek,,2038.139771,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833164000,GRSM,UNR,,7,,,Chestnut Top Trail,Lc Pullout Parking @ Mp 1.09,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1357603200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000AB7FD365D8EE54C0E382C37D37D14140,18117,0101000020110F000053F239DD44C761C1FEA42E73D3365041,17360,>1m <=5m,ATBI DATABASE,,1446833163000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252614,3946848,35.634499,-83.731954,Little River-Crooked Creek,,1753.677979,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833163000,GRSM,UNR,,4,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,996278400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000330682726EF454C0CF504D6A64CE4140,18113,0101000020110F00008F23DB6703CC61C1130FECF5DF335041,17356,>1m <=5m,ATBI DATABASE,,1446833161000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244638,3944623,35.612433,-83.819237,Abrams Creek Upper,,1985.94519,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833161000,GRSM,UNR,,7,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,897177600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002A565E09FCF454C0A2CE8BFC82CE4140,18110,0101000020110F0000B67B53A87BCC61C19989E9E5FF335041,17354,>1m <=5m,ATBI DATABASE,,1446833160000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243858,3944749,35.613366,-83.827879,Abrams Creek Upper,Tater Branch,2034.822266,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833160000,GRSM,UNR,,6,,,Cooper Road Trail,Rich Mountain Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000999D1DBAEAF454C03EEAEBDD85CE4140,18112,0101000020110F00002C98DCF46CCC61C1EEBC3EE802345041,17355,>1m <=5m,ATBI DATABASE,,1446833160000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243954,3944756,35.613453,-83.826822,Abrams Creek Upper,Tater Branch,2031.275513,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833160000,GRSM,UNR,,8,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863913600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000216536EE0BFB54C06506CC715EC44140,18092,0101000020110F00007D0D78AEA1D161C1FF3D44A568295041,17336,>1m <=5m,ATBI DATABASE,,1446833151000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235015,3936208,35.534125,-83.922599,Abrams Creek Lower,,2500.632812,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833151000,GRSM,UNR,,6,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,205113600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D10C3DBD4DFC54C09C463CD454C14140,18082,0101000020110F0000721966FEB2D261C1D8C4A0323D265041,17326,>1m <=5m,ATBI DATABASE,,1446833146000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233155,3933628,35.510394,-83.942241,Chilhowee Lake,,2230.546387,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833146000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C4FE34464FFC54C026F3CEFC45C14140,18081,0101000020110F000016AA254CB4D261C13C547EB62D265041,17325,>1m <=5m,ATBI DATABASE,,1446833145000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233145,3933578,35.509942,-83.942334,Chilhowee Lake,,2198.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833145000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D20DAA304FE54C03A1A1D16FEC14140,18079,0101000020110F000081CA9AC027D461C168EE76CCED265041,17323,>1m <=5m,ATBI DATABASE,,1446833144000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3934274,35.51556,-83.969029,Chilhowee Lake,,1240.640015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833144000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000009D74CD0A03FE54C01900386309C24140,18080,0101000020110F00009DE3326526D461C1DC5B3297F9265041,17324,>1m <=5m,ATBI DATABASE,,1446833145000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230752,3934312,35.515905,-83.968931,Chilhowee Lake,,1286.852295,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446833145000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Quercus_marilandica,Quercus  marilandica,34374,Blackjack Oak,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Fagales, , , , ,Fagaceae, ,~,observed, ,day,cert,TVA Powerline Plants
