the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000001E173C28CFA54C07692BB7C69BC4140,70998,0101000020110F00003D16DAAC35D161C1EDC0C1921B215041,70495,>1m <=5m,ATBI DATABASE,,1446862988000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235515,3929290,35.471962,-83.914837,Lake Cheoah-Little Tennessee River,,1968.121338,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446862988000,GRSM,UNR,,1,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000097A36C36FBC654C00B0EED6BB6D84140,71016,0101000020110F0000A408E29869A561C117717869A93E5041,70511,>1m <=5m,ATBI DATABASE,,1446862998000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309166,3951955,35.69306,-83.109079,Lower Cataloochee Creek,,3984.501465,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446862998000,GRSM,UNR,,4,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1116633600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000009901E383F8C554C07BC360B2FCD64140,71017,0101000020110F0000C3E9A9E28DA461C1119CCE85DB3C5041,70512,>1m <=5m,ATBI DATABASE,,1446862998000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310563,3950429,35.67958,-83.093289,Lower Cataloochee Creek,,3366.571533,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446862998000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1116633600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E610000049A2CF8E6EC954C073388DC9AFCE4140,71015,0101000020110F0000E682D7667EA761C10483A0B32E345041,70510,>1m <=5m,ATBI DATABASE,,1446862997000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305511,3943341,35.614733,-83.147369,Upper Cataloochee Creek,Messer Fork,3513.30835,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446862997000,GRSM,UNR,,1,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,908755200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EDA6F90251F154C0E71432D14CC84140,71002,0101000020110F0000E584B0245EC961C1AE65E228832D5041,70499,>1m <=5m,ATBI DATABASE,,1446862991000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248899,3939217,35.564837,-83.770565,Abrams Creek Upper,Russell Field Branch,4297.178223,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862991000,GRSM,UNR,,7,,,Russell Field Trail,Cades Cove Loop Road,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000893E43BE3FF954C0F42034F75AC44140,71001,0101000020110F00007FE123D81AD061C16AE6C90365295041,70498,>1m <=5m,ATBI DATABASE,,1446862990000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,237562,3936121,35.534019,-83.894511,Abrams Creek Lower,Panther Creek,2792.699219,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862990000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007D20DAA304FE54C03A1A1D16FEC14140,70995,0101000020110F000081CA9AC027D461C168EE76CCED265041,70492,>1m <=5m,ATBI DATABASE,,1446862986000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3934274,35.51556,-83.969029,Chilhowee Lake,,1240.640015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862986000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000814523D701FE54C0C3934D2166C14140,70994,0101000020110F00003724E65F25D461C1C601BA3F4F265041,70491,>1m <=5m,ATBI DATABASE,,1446862986000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3933759,35.510922,-83.968858,Chilhowee Lake,,1159.08728,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862986000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020211200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E521B9B391FE54C001A719807DC24140,70986,0101000020110F0000939A6D8E9FD461C1200B92BF72275041,70485,>1m <=5m,ATBI DATABASE,,1446862982000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229974,3934729,35.519448,-83.977639,Chilhowee Lake,Tabcat Creek,1048.703003,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862982000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000077479BEA76FE54C0549B19ACA1C24140,70989,0101000020110F0000AB45ADCE88D461C1F3242E7E98275041,70487,>1m <=5m,ATBI DATABASE,,1446862983000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230126,3934847,35.520552,-83.976004,Chilhowee Lake,Tabcat Creek,1231.734985,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862983000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000085A052A191FE54C0938904288DC24140,70987,0101000020110F000059F8CC7E9FD461C1C8C1BA1583275041,70486,>1m <=5m,ATBI DATABASE,,1446862983000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229976,3934782,35.519926,-83.977634,Chilhowee Lake,Tabcat Creek,1111.436768,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862983000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BD100B4592FE54C02557CC7092C24140,70983,0101000020110F00009937D909A0D461C1CFAB539988275041,70482,>1m <=5m,ATBI DATABASE,,1446862980000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229973,3934800,35.520087,-83.977673,Chilhowee Lake,Tabcat Creek,1148.661377,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862980000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000049EA115EB3FE54C03F72CD1FFEC34140,70978,0101000020110F0000A127FE25BCD461C1C8B91F1F04295041,70477,>1m <=5m,ATBI DATABASE,,1446862977000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229827,3936037,35.531186,-83.979694,Chilhowee Lake,Shop Creek,1240.623657,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862977000,GRSM,UNR,,9,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1033862400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000001A9E1D57C0FE54C02758348EF2C34140,70977,0101000020110F000071D68E2AC7D461C1081B560CF8285041,70476,>1m <=5m,ATBI DATABASE,,1446862976000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229754,3936000,35.530833,-83.980485,Chilhowee Lake,Shop Creek,1147.218872,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862976000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1019952000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000315FD32098FE54C0B6CF2755CFC34140,70984,0101000020110F0000C13C9D03A5D461C1DD8C084AD3285041,70483,>1m <=5m,ATBI DATABASE,,1446862981000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229973,3935874,35.529758,-83.978031,Chilhowee Lake,Shop Creek,1162.979736,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862981000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000090160CE683FF54C04DAD14955CC34140,70971,0101000020110F0000F77C05416DD561C165F4AC895B285041,70469,>1m <=5m,ATBI DATABASE,,1446862971000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228656,3935525,35.526256,-83.992421,Chilhowee Lake,Tabcat Creek,977.862732,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446862971000,GRSM,UNR,,8,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1236038400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,by hand, , ,cert,ATBI Xeric Cliffs Flora
0101000020E610000003B5FCE67CFF54C0335BD45C2BC44140,70491,0101000020110F0000CBA0DF4F67D561C166C5765533295041,70472,>1m <=5m,ATBI DATABASE,,1446862974000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228716,3936224,35.532567,-83.991994,Chilhowee Lake,Shop Creek,872.294189,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446862974000,GRSM,UNR,,5,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1137888000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000046553CC3AEFF54C0FBB8128E14C54140,70970,0101000020110F0000AAC88DA891D561C14E5BC4B6262A5041,70468,>1m <=5m,ATBI DATABASE,,1446862971000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228464,3937022,35.539683,-83.995037,Chilhowee Lake,Little Tennessee River,1094.15918,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446862971000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Vaccinium_arboreum,Vaccinium  arboreum,42011,Tree Sparkle-berry,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1175904000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Ericales, , , , ,Ericaceae, ,~,observed,No,day,cert,ATBI
