the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004D6BB515A8D654C061EE3733AAE14140,128236,0101000020110F0000CC3B17BBB9B261C16510431007485041,127798,>1m <=5m,ATBI DATABASE,,1446890826000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287187,3960218,35.763,-83.354005,Webb Creek,Warden Branch,1528.995361,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446890826000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,year,cert,Foothills Parkway Sec 8B
0101000020E610000005FDF77339ED54C0CC80FE4587D44140,128225,0101000020110F00006F7D9273E4C561C1F70A5180493A5041,127787,>1m <=5m,ATBI DATABASE,,1446890819000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254987,3949655,35.660371,-83.706628,Little River-Goshen Prong,Little River,1155.642212,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890819000,GRSM,UNR,,9,,,Roundtop Trail,Little River Gorge Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371772800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000FD6509C8BDED54C02C76B78F75D54140,128224,0101000020110F0000CB0587D654C661C1B1E3E798423B5041,127786,>1m <=5m,ATBI DATABASE,,1446890819000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254278,3950482,35.667643,-83.714704,Little River-Rudd Branch,Little River,1099.147339,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890819000,GRSM,UNR,,5,,,Chestnut Top Trail,Te Pullout Parking @ Mp 0.009,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272240000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
0101000020E610000012AB9A7BC3ED54C0B262834870D54140,128223,0101000020110F0000067723AE59C661C19E4A5A143D3B5041,127785,>1m <=5m,ATBI DATABASE,,1446890818000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254246,3950465,35.667482,-83.715052,Little River-Rudd Branch,Rush Branch,1119.598877,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890818000,GRSM,UNR,,5,,,Chestnut Top Trail,Townsend Entrance Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000A22D5E61DEEC54C054217EFB83D44140,128226,0101000020110F0000BA73791A97C561C1446CA40F463A5041,127788,>1m <=5m,ATBI DATABASE,,1446890820000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255490,3949630,35.660271,-83.701069,Little River-Goshen Prong,Little River,1157.91687,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890820000,GRSM,UNR,,4,,,Roundtop Trail,Little River Gorge Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374192000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000B0D301099DEC54C0337844F73FD34140,128227,0101000020110F00009F87129B5FC561C1DE378B62F3385041,127789,>1m <=5m,ATBI DATABASE,,1446890821000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255821,3948523,35.650383,-83.697081,Little River-Crooked Creek,Middle Prong Little River,1232.237915,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890821000,GRSM,UNR,,4,,,Lumber Ridge Trail,Tremont Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1371772800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000085AC39036DEE54C05234CA8B30D14140,128222,0101000020110F0000A54C73A9E9C661C1A6DA4031CC365041,127784,>1m <=5m,ATBI DATABASE,,1446890818000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253207,3946808,35.634287,-83.725399,Little River-Crooked Creek,Laurel Creek,1544.936279,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890818000,GRSM,UNR,,4,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000450F54D76BE554C0B4F8B48D76D44140,128229,0101000020110F0000030D0AE143BF61C1B1071B06383A5041,127791,>1m <=5m,ATBI DATABASE,,1446890822000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266025,3949301,35.659861,-83.584703,Little River-Goshen Prong,Little River,2118.295166,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890822000,GRSM,UNR,,9,,,Elkmont Nature Trail,Elkmont Campground Road G,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1373932800000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000A1BE9D8B39E354C02A5E676E3ED74140,128230,0101000020110F000050BB335266BD61C17124C240203D5041,127792,>1m <=5m,ATBI DATABASE,,1446890823000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269195,3951630,35.681586,-83.550383,West Prong Little Pigeon River Upper,Fighting Creek,1546.737427,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446890823000,GRSM,UNR,,5,,,Big White Oak Quiet Walkway,Fighting Creek Gap Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374192000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000192150BEBFF154C0604F6EED5ACD4140,128221,0101000020110F00009DA91730BCC961C1F85FC99FCA325041,127783,>1m <=5m,ATBI DATABASE,,1446890817000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248410,3943616,35.604331,-83.777324,Abrams Creek Upper,Abrams Creek,1883.321167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890817000,GRSM,UNR,,3,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E610000026E4A96570F254C0DB987AC445CD4140,128220,0101000020110F0000CC5F4C3852CA61C1ABD16285B4325041,127782,>1m <=5m,ATBI DATABASE,,1446890816000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247431,3943572,35.603685,-83.788106,Abrams Creek Upper,Abrams Creek,1812.239258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890816000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,811123200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E610000075630F27AFF554C036F2E2CC88CA4140,128215,0101000020110F00002B7CE1C713CD61C150581E69D82F5041,127777,>1m <=5m,ATBI DATABASE,,1446890814000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242768,3941330,35.582293,-83.838811,Abrams Creek Upper,Wildcat Branch,1835.707397,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890814000,GRSM,UNR,,6,,,Rabbit Creek Trail,Forge Creek Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,811123200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E610000029DEEC024AF654C0CEB64197B7CB4140,128213,0101000020110F0000288D6D4D97CD61C171B83AA114315041,127775,>1m <=5m,ATBI DATABASE,,1446890812000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241941,3942380,35.591533,-83.848263,Abrams Creek Upper,,1714.547363,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890812000,GRSM,UNR,,5,,,Wet Bottom Trail,Abrams Falls Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E6100000C60A0F7EA8F654C0F39BBF9276CB4140,128203,0101000020110F00004369918BE7CD61C19811C1B9D0305041,127765,>1m <=5m,ATBI DATABASE,,1446890807000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241412,3942175,35.589549,-83.85403,Abrams Creek Upper,Victory Branch,1773.261719,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890807000,GRSM,UNR,,2,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E61000004FFDACC797F654C076ACC8AB5DCB4140,128209,0101000020110F0000C69BEF59D9CD61C1DDC4DFB7B6305041,127771,>1m <=5m,ATBI DATABASE,,1446890810000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241502,3942088,35.588789,-83.85301,Abrams Creek Upper,Victory Branch,1860.451904,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890810000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E6100000B95314919CF654C054E3115BC8CB4140,128207,0101000020110F0000A0F3AB6ADDCD61C1F9FFA72326315041,127769,>1m <=5m,ATBI DATABASE,,1446890809000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241486,3942450,35.592045,-83.853302,Abrams Creek Upper,Abrams Creek,1701.276489,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890809000,GRSM,UNR,,4,,,Abrams Falls Trail,Abrams Falls Parking Lot,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1374105600000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,seine, , ,cert,Crayfish Inventory
0101000020E6100000C71D3490CEFB54C0F4A41C3152CD4140,128200,0101000020110F00002FE8B2FB46D261C1F77AC87FC1325041,127762,>1m <=5m,ATBI DATABASE,,1446890806000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234169,3944000,35.604064,-83.934478,Abrams Creek Lower,Abrams Creek,1111.893066,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890806000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,779587200000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand, ,month,cert,General
0101000020E61000007B10FD38CCFB54C09175DD0098CD4140,128202,0101000020110F0000400BC9FE44D261C11745646C0A335041,127764,>1m <=5m,ATBI DATABASE,,1446890807000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234189,3944236,35.606194,-83.934336,Abrams Creek Lower,Abrams Creek,1095.419922,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446890807000,GRSM,UNR,,7,,,Rabbit Creek Trail,Abrams Creek Campground Access Road,Valid,Cambarus_Hiaticambarus_longirostris,Cambarus Hiaticambarus longirostris,5201,Crayfish,Misc Arthropod,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1272240000000,Animalia, ,Arthropoda,Malacostraca,Eumalacostraca, , ,Protostomia,Ecdysozoa,Eucarida,Decapoda, , , , ,Cambaridae, ,~,by hand,No,day,cert,Branchiobdellidans
