the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C9EFAC5ED7FA54C01263437ED0BC4140,222279,0101000020110F0000DC5CAD0A75D161C19BB1E1FE86215041,222210,>1m <=5m,ATBI DATABASE,,1446944661000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235112,3929651,35.475106,-83.919391,Chilhowee Lake,Cooper Camp Branch,2025.034302,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446944661000,GRSM,UNR,,9,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000005641034B3F754C03692406778BC4140,222432,0101000020110F0000AC6E1910CACE61C1BACDED202B215041,222364,>1m <=5m,ATBI DATABASE,,1446944738000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239558,3929222,35.472418,-83.870309,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1493.48291,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944738000,GRSM,UNR,,5,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1150243200000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,by hand, ,day,cert,ATBI Aphid Study
0101000020E610000066219205B2F754C0B464F310C4BC4140,222433,0101000020110F0000F317310FC9CE61C1C6FE1C097A215041,222365,>1m <=5m,ATBI DATABASE,,1446944739000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239572,3929478,35.474727,-83.870236,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1539.48291,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944739000,GRSM,UNR,,4,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000001767AE01A1F754C06DA2B416EABC4140,222435,0101000020110F0000FABFBB9BBACE61C182486DB0A1215041,222367,>1m <=5m,ATBI DATABASE,,1446944740000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239670,3929604,35.475887,-83.869198,Lake Cheoah-Little Tennessee River,,1586.233887,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944740000,GRSM,UNR,,9,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000C651BE42B4F754C0DC522F418BBC4140,222431,0101000020110F0000ABC9FCF5CACE61C141BDB8C93E215041,222363,>1m <=5m,ATBI DATABASE,,1446944738000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239554,3929286,35.472993,-83.870373,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1491.161621,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944738000,GRSM,UNR,,4,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000892E57BBDDF654C003465F8D68BC4140,222470,0101000020110F0000F3DBEBC214CE61C1237E23991A215041,222402,>1m <=5m,ATBI DATABASE,,1446944757000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240739,3929134,35.471934,-83.857279,Lake Cheoah-Little Tennessee River,Twentymile Creek,1790.273926,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944757000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000DFE15A1309F654C0ACC79823BABD4140,222511,0101000020110F00002145062760CD61C117F5B2AC7A225041,222443,>1m <=5m,ATBI DATABASE,,1446944778000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241950,3930243,35.482236,-83.8443,Lake Cheoah-Little Tennessee River,,2127.276855,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944778000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864172800000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000006A6F88A274F654C0BA6F8CCFEABD4140,222497,0101000020110F0000C7E6A880BBCD61C1B1F56570AD225041,222429,>1m <=5m,ATBI DATABASE,,1446944771000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241359,3930425,35.483722,-83.850865,Lake Cheoah-Little Tennessee River,,2369.297852,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944771000,GRSM,UNR,,6,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000032BF0F11BBF654C0B81B8687D7BD4140,222476,0101000020110F0000DB4BFE51F7CD61C1F59B1B5499225041,222408,>1m <=5m,ATBI DATABASE,,1446944760000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240967,3930371,35.483133,-83.855164,Lake Cheoah-Little Tennessee River,,2539.585693,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944760000,GRSM,UNR,,5,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000004E2F91E8F654C0C539DF999ABD4140,222469,0101000020110F00009183BFF61DCE61C1B9B8F3C759225041,222401,>1m <=5m,ATBI DATABASE,,1446944757000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240709,3930172,35.481274,-83.857941,Lake Cheoah-Little Tennessee River,,2525.475098,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944757000,GRSM,UNR,,7,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000003D6748FEE8F654C01F495A1594BD4140,222468,0101000020110F0000C6B467531ECE61C1A0C4BAFB52225041,222400,>1m <=5m,ATBI DATABASE,,1446944756000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240706,3930150,35.481075,-83.857967,Lake Cheoah-Little Tennessee River,,2500.579834,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944756000,GRSM,UNR,,8,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000004E2113CD1CF754C031644773BCBD4140,222462,0101000020110F000044997F534ACE61C14C0BD1157D225041,222394,>1m <=5m,ATBI DATABASE,,1446944753000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240423,3930295,35.482307,-83.861129,Lake Cheoah-Little Tennessee River,,2419.374756,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944753000,GRSM,UNR,,8,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898560000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000008660EA2119F754C05988344886BD4140,222463,0101000020110F0000C7C7DE3547CE61C19928C39644225041,222395,>1m <=5m,ATBI DATABASE,,1446944754000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240438,3930111,35.480654,-83.860905,Lake Cheoah-Little Tennessee River,,2457.806885,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944754000,GRSM,UNR,,7,,,Twentymile Loop Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000009BF50B718AF754C09CA4825578BD4140,222446,0101000020110F000000C8A271A7CE61C15A66A70A36225041,222378,>1m <=5m,ATBI DATABASE,,1446944745000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239809,3930082,35.480228,-83.867821,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1689.142212,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944745000,GRSM,UNR,,4,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000B6546E3A93F754C01B8BC9C2A7BD4140,222442,0101000020110F00006BE309E8AECE61C1321DA88167225041,222374,>1m <=5m,ATBI DATABASE,,1446944743000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239765,3930244,35.481675,-83.868357,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1711.56958,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944743000,GRSM,UNR,,6,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000E9F87FA09FF754C0A4A3C5EEC2BD4140,222439,0101000020110F0000EABEC66FB9CE61C112CBA6D883225041,222371,>1m <=5m,ATBI DATABASE,,1446944742000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239699,3930338,35.482505,-83.869114,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1739.957764,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944742000,GRSM,UNR,,4,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E61000008AD91946A4F754C02BE74130FDBD4140,222436,0101000020110F00005DDC1A62BDCE61C1B7E7759BC0225041,222368,>1m <=5m,ATBI DATABASE,,1446944740000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239679,3930536,35.484282,-83.869397,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1798.185425,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944740000,GRSM,UNR,,2,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000955924F0DEF754C04C2F272476BE4140,222422,0101000020110F0000B08FEE34EFCE61C17B4EFEC33E235041,222354,>1m <=5m,ATBI DATABASE,,1446944733000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239366,3930955,35.487974,-83.872978,Lake Cheoah-Little Tennessee River,Dalton Branch,1959.01709,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446944733000,GRSM,UNR,,2,,,Wolf Ridge Trail,Twenty Mile Trailhead Parking,Valid,Nyssa_sylvatica,Nyssa  sylvatica,26948,Black Gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Rosidae,Spermatophyta,Magnoliophyta, , ,Cornales, , , , ,Nyssaceae, ,~,observed, , ,cert,ATBI Ferns
