the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000DDE42A8854F654C09BDE80014ABA4140,203129,0101000020110F00004CA9CC3CA0CD61C176AE11DCE41E5041,202982,>1m <=5m,ATBI DATABASE,,1446933847000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241446,3927275,35.455377,-83.848905,Lake Cheoah-Little Tennessee River,Fox Branch,1623.208862,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446933847000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000009EC1933464D354C0CB91F5AB2BE14140,203259,0101000020110F0000188A73D1F3AF61C10F5C90A282475041,203108,>1m <=5m,ATBI DATABASE,,1446933918000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291790,3959680,35.759138,-83.302987,Webb Creek,Webb Creek,1967.803467,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933918000,GRSM,UNR,,7,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000052B9AF217DD354C07969B37F58E14140,203258,0101000020110F000036EEEDFC08B061C14F483E8DB1475041,203107,>1m <=5m,ATBI DATABASE,,1446933918000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291656,3959835,35.760506,-83.304508,Webb Creek,,1907.699219,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933918000,GRSM,UNR,,6,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F56FD1A844D354C0FE8D14D675E14140,203260,0101000020110F000003E5B406D9AF61C1AD0FD441D0475041,203109,>1m <=5m,ATBI DATABASE,,1446933919000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291970,3959927,35.761402,-83.301062,Webb Creek,,1979.17749,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933919000,GRSM,UNR,,3,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,929664000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000503FF4AC7DD354C02483580DF4E04140,203257,0101000020110F00003DA1357309B061C1E862826C48475041,203106,>1m <=5m,ATBI DATABASE,,1446933917000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,291645,3959495,35.757441,-83.304542,Webb Creek,,1964.616089,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933917000,GRSM,UNR,,6,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,834537600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000D288859997CD54C003E5BD11ADE24140,203263,0101000020110F0000440E2DF106AB61C117962D0616495041,203112,>1m <=5m,ATBI DATABASE,,1446933921000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300013,3960796,35.7709,-83.212374,Cosby Creek,Fletcher Spring Branch,1850.652588,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933921000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000082A55FC7C4CD54C0A487B2DB5AE34140,203261,0101000020110F0000E5C70E502DAB61C176500EF2CB495041,203110,>1m <=5m,ATBI DATABASE,,1446933920000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299777,3961390,35.776203,-83.215131,Cosby Creek,Fletcher Spring Branch,1744.725708,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933920000,GRSM,UNR,,7,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863740800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000025644897BCCD54C013F66DC88CE34140,203262,0101000020110F000059DDD85B26AB61C16FE77035004A5041,203111,>1m <=5m,ATBI DATABASE,,1446933920000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299826,3961558,35.777727,-83.214632,Cosby Creek,Cosby Creek,1739.677979,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933920000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,863740800000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000F5D77FBE69CD54C01A5F281E5FE04140,203265,0101000020110F0000BD8138FFDFAA61C146875E8EAC465041,203114,>1m <=5m,ATBI DATABASE,,1446933922000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300221,3958793,35.752896,-83.209575,Cosby Creek,,2357.766113,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933922000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957139200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000BF0A32FA78CD54C05BB4C30953E04140,203264,0101000020110F000018DD3BEFECAA61C1D4471DEA9F465041,203113,>1m <=5m,ATBI DATABASE,,1446933921000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300136,3958754,35.752527,-83.210505,Cosby Creek,,2383.405273,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933921000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,833587200000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000029F38C06FBC654C08B18505130E14140,203281,0101000020110F0000E945397069A561C14868597F87475041,203128,>1m <=5m,ATBI DATABASE,,1446933929000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309325,3959301,35.75928,-83.109067,Big Creek,Chestnut Branch,1751.747925,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933929000,GRSM,UNR,,5,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1001721600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000EA5DE07832C754C0D60C597FF9E04140,203276,0101000020110F0000AB18788798A561C15041731F4E475041,203124,>1m <=5m,ATBI DATABASE,,1446933927000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309015,3959122,35.757607,-83.112452,Big Creek,Chestnut Branch,2067.653809,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933927000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1007856000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000490219A913C754C0541707CF38E04140,203279,0101000020110F0000264C605C7EA561C1C2520D7784465041,203126,>1m <=5m,ATBI DATABASE,,1446933928000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309171,3958466,35.751727,-83.110571,Big Creek,,1743.234985,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933928000,GRSM,UNR,,7,,,Big Creek Trail,Big Creek Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000029FC93A43DC754C0FB3F198019E04140,203275,0101000020110F00007EF13604A2A561C162DC69B363465041,203123,>1m <=5m,ATBI DATABASE,,1446933926000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308937,3958365,35.750771,-83.113133,Big Creek,,1817.078735,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933926000,GRSM,UNR,,3,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E61000007141F322FBC654C01C5A08A541E04140,203280,0101000020110F000032F2578869A561C1E14143B68D465041,203127,>1m <=5m,ATBI DATABASE,,1446933928000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309307,3958493,35.751996,-83.109074,Big Creek,Big Creek,1698.45459,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933928000,GRSM,UNR,,6,,,Big Creek Horse,Big Creek Group Camp,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000592EA947EBC654C0DF5E3667A8E04140,203282,0101000020110F000044AEC9105CA561C175E78740F9465041,203129,>1m <=5m,ATBI DATABASE,,1446933929000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309402,3958839,35.755132,-83.108106,Big Creek,Leatherwood Branch,1693.167358,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933929000,GRSM,UNR,,4,,,Big Creek Horse,Big Creek Entrance Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,864000000000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E6100000B6B149E6C7C754C01486237D17DF4140,203267,0101000020110F0000AF7D1A7017A661C13FC4CAB455455041,203116,>1m <=5m,ATBI DATABASE,,1446933923000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308155,3957508,35.742897,-83.121572,Big Creek,Big Creek,1988.731201,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933923000,GRSM,UNR,,4,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000736BDCDF7CC754C0349727594CDF4140,203269,0101000020110F00000C4114B8D7A561C126EABA048D455041,203118,>1m <=5m,ATBI DATABASE,,1446933924000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308573,3957678,35.744511,-83.116993,Big Creek,Big Creek,1865.744507,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933924000,GRSM,UNR,,7,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,952214400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
0101000020E6100000616DF9397FC754C09D75B07F90DF4140,203268,0101000020110F00009F4274B7D9A561C1A6344155D4455041,203117,>1m <=5m,ATBI DATABASE,,1446933923000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308565,3957909,35.74659,-83.117136,Big Creek,,1845.313232,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446933923000,GRSM,UNR,,7,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Liquidambar_styraciflua,Liquidambar  styraciflua,23006,Sweet-gum,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,952214400000,Plantae,Tracheobionta, , ,Magnoliopsida,Hamamelidae,Spermatophyta,Magnoliophyta, , ,Hamamelidales, , , , ,Hamamelidaceae, ,~,observed, , ,cert,Keith Tree Survey
