the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BD94B53EA6FA54C0B3BF7C4A7FBC4140,51593,0101000020110F000036B6E7514BD161C19F56BD4F32215041,51069,>1m <=5m,ATBI DATABASE,,1446851898000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,235376,3929368,35.472628,-83.916393,Lake Cheoah-Little Tennessee River,,2119.138916,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851898000,GRSM,UNR,,1,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000D263BF7A7EFB54C04531664365BE4140,51552,0101000020110F00000C4DCEF702D261C1C22831292D235041,51028,>1m <=5m,ATBI DATABASE,,1446851878000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234227,3931049,35.487458,-83.929591,Chilhowee Lake,,2053.605713,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446851878000,GRSM,UNR,,7,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000562B2FD378FB54C0847D10096CBE4140,51553,0101000020110F0000E2CC632AFED161C187F4803934235041,51029,>1m <=5m,ATBI DATABASE,,1446851878000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,234259,3931071,35.487665,-83.929245,Chilhowee Lake,,2079.214355,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446851878000,GRSM,UNR,,10,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C17DE067F2F854C0A436616AA7BB4140,51619,0101000020110F0000286B5D29D9CF61C1754C313151205041,51095,>1m <=5m,ATBI DATABASE,,1446851911000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237769,3928566,35.46604,-83.889791,Lake Cheoah-Little Tennessee River,,1679.457642,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851911000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000055595625E7F854C07E71C97B99BB4140,51623,0101000020110F0000E91D3999CFCF61C140D609AA42205041,51099,>1m <=5m,ATBI DATABASE,,1446851913000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237830,3928517,35.465615,-83.889104,Lake Cheoah-Little Tennessee River,Judy Branch,1583.94397,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851913000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000FAE3D7BE89F854C0FA0A35B780BB4140,51626,0101000020110F0000C676084680CF61C18DD949D628205041,51102,>1m <=5m,ATBI DATABASE,,1446851915000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238345,3928418,35.464859,-83.883403,Lake Cheoah-Little Tennessee River,Little Tennessee River,1426.533081,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851915000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000005C92CEF28F854C06338760773BB4140,51635,0101000020110F0000BF76410D2ECF61C17D3BB9901A205041,51111,>1m <=5m,ATBI DATABASE,,1446851919000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238880,3928356,35.464441,-83.877494,Lake Cheoah-Little Tennessee River,,1658.766846,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851919000,GRSM,UNR,,8,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 2,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000009983FB5C28F854C072F92B3E67BB4140,51636,0101000020110F0000562B18912DCF61C100136E460E205041,51112,>1m <=5m,ATBI DATABASE,,1446851919000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238882,3928316,35.464081,-83.877459,Lake Cheoah-Little Tennessee River,,1588.573486,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851919000,GRSM,UNR,,9,,,Twentymile Trail,Twenty Mile Ranger Station Parking # 2,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C1602FFB72F954C06EC270C7BEBB4140,51611,0101000020110F000082B2585C46D061C1CD45238E69205041,51087,>1m <=5m,ATBI DATABASE,,1446851907000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237059,3928666,35.466753,-83.897639,Lake Cheoah-Little Tennessee River,,1712.54126,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851907000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000029E1F01F5EF954C0DADD9E48B9BB4140,51615,0101000020110F00006089B9A534D061C1052E20D363205041,51091,>1m <=5m,ATBI DATABASE,,1446851909000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237174,3928644,35.466585,-83.896366,Lake Cheoah-Little Tennessee River,,1763.761597,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851909000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000002967EB1D24F954C0E7EF2192B5BB4140,51618,0101000020110F000084CF986103D061C16CCBF8F35F205041,51094,>1m <=5m,ATBI DATABASE,,1446851911000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237495,3928622,35.466472,-83.892825,Lake Cheoah-Little Tennessee River,,1814.850342,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851911000,GRSM,UNR,,10,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1A4A23F61F954C08B407A6CC6BB4140,51614,0101000020110F000075CBE74C37D061C11FEAE98671205041,51090,>1m <=5m,ATBI DATABASE,,1446851909000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237158,3928689,35.466986,-83.896556,Lake Cheoah-Little Tennessee River,,1793.683472,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851909000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000015CAF7C9E7F554C0557CA32D59BA4140,51731,0101000020110F0000BCC9CEE143CD61C11A80D5ADF41E5041,51207,>1m <=5m,ATBI DATABASE,,1446851968000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242050,3927309,35.45584,-83.842268,Lake Cheoah-Little Tennessee River,,1647.449463,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851968000,GRSM,UNR,,10,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000FA0BD0C5E5F554C03D600E2A4DBA4140,51732,0101000020110F00003DDC6F2B42CD61C156451927E81E5041,51208,>1m <=5m,ATBI DATABASE,,1446851968000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242060,3927268,35.455473,-83.842145,Lake Cheoah-Little Tennessee River,,1558.213379,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851968000,GRSM,UNR,,6,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C811FEE7FEF554C072C3A8D14FBA4140,51724,0101000020110F000069E4FC8357CD61C1D156AEEBEA1E5041,51200,>1m <=5m,ATBI DATABASE,,1446851964000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,241921,3927281,35.455554,-83.843679,Lake Cheoah-Little Tennessee River,,1575.787842,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851964000,GRSM,UNR,,10,,,Twentymile Trail,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000000D02CD1575F554C0934B115049BA4140,51757,0101000020110F000058B8CF76E2CC61C1FD441123E41E5041,51233,>1m <=5m,ATBI DATABASE,,1446851981000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242684,3927237,35.455356,-83.835267,Lake Cheoah-Little Tennessee River,,1653.202148,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851981000,GRSM,UNR,,4,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000A1AB669657F554C0C2E4CCCA44BA4140,51775,0101000020110F000086BC6769C9CC61C183C8746CDF1E5041,51251,>1m <=5m,ATBI DATABASE,,1446851991000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242847,3927217,35.455218,-83.833467,Lake Cheoah-Little Tennessee River,,1834.034058,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851991000,GRSM,UNR,,9,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000F1992EBC59F554C01BCAE17739BA4140,51773,0101000020110F0000E799553CCBCC61C14E06F19DD31E5041,51249,>1m <=5m,ATBI DATABASE,,1446851990000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242834,3927179,35.454872,-83.833598,Lake Cheoah-Little Tennessee River,,1823.922363,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446851990000,GRSM,UNR,,9,,,Fairfax/Old Payne (Palmer) Access,Payne Cemetery Access Road,Valid,Smilax_rotundifolia,Smilax  rotundifolia,37286,Horsebrier,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Liliopsida,Liliidae,Spermatophyta,Magnoliophyta, , ,Liliales, , , , ,Smilacaceae, ,~,observed, ,day,cert,TVA Powerline Plants
