the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000D1076D678FF154C0BB3BF3F157BC4140,130265,0101000020110F000010D0182293C961C14AFC894709215041,129850,>1m <=5m,ATBI DATABASE,,1446891993000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248262,3928863,35.471427,-83.774374,Eagle Creek,Eagle Creek,1786.793701,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891993000,GRSM,UNR,,6,,,Lake Shore Trail low water access,Lakeview Drive West,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030406400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009DAD9B691ACD54C0838F1B675BD24140,130343,0101000020110F00004D7CDF9E9CAA61C155798A8104385041,129924,>1m <=5m,ATBI DATABASE,,1446892038000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300386,3946637,35.643408,-83.204733,Straight Fork Raven Fork,Table Rock Branch,4878.255371,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892038000,GRSM,UNR,,4,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000458ADBDD2DCD54C0EBACF5C93AD24140,130342,0101000020110F00004CB59924ADAA61C1210D016CE2375041,129923,>1m <=5m,ATBI DATABASE,,1446892037000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300276,3946529,35.642412,-83.205921,Straight Fork Raven Fork,,4778.397461,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892037000,GRSM,UNR,,7,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000EBAAD849F1CE54C06D45000F03D14140,130340,0101000020110F0000C7E521892CAC61C11E5BECA89C365041,129921,>1m <=5m,ATBI DATABASE,,1446892036000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297757,3945530,35.632899,-83.233473,Upper Raven Fork,Hyatt Creek,5087.710938,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892036000,GRSM,UNR,,6,,,Hyatt Ridge Trail,Beech Gap Trailhead Parking #2,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933292800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000001FBA90336CF54C022A2AF58B7D14140,130339,0101000020110F0000853791E766AC61C1AEBDE20E59375041,129920,>1m <=5m,ATBI DATABASE,,1446892035000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,297391,3946149,35.638401,-83.237668,Upper Raven Fork,Jones Creek,5073.936523,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892035000,GRSM,UNR,,6,,,Hyatt Ridge Trail,Beech Gap Trailhead Parking #2,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933292800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000D016DD68CACD54C0A6936E501DD14140,130341,0101000020110F0000DACE501832AB61C1C0DE8418B8365041,129922,>1m <=5m,ATBI DATABASE,,1446892036000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299389,3945582,35.6337,-83.215475,Straight Fork Raven Fork,Straight Fork Raven Fork,3322.54834,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892036000,GRSM,UNR,,8,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957312000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000001FA6961020C654C043D3A1F97AC94140,130359,0101000020110F00003A7A9379AFA461C1CC2F44A6BE2E5041,129939,>1m <=5m,ATBI DATABASE,,1446892046000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310095,3938728,35.574059,-83.095703,Lower Johnathans Creek,,4946.144043,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446892046000,GRSM,UNR,,7,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,by hand,No,day,prob.,ATBI
0101000020E6100000F587C1576FC654C0AD13D8223DC94140,130358,0101000020110F000087AA44CEF2A461C1DB443C147E2E5041,129938,>1m <=5m,ATBI DATABASE,,1446892046000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309652,3938528,35.572171,-83.100542,Upper Cataloochee Creek,Hemphill Creek,5068.95752,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446892046000,GRSM,UNR,,6,,,Cataloochee Divide Trail,The Purchase Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1377475200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,by hand,No,day,prob.,ATBI
0101000020E610000096AB270CADC754C07370CA8BB5C74140,130353,0101000020110F00005176E6A100A661C1B2E4533AE52C5041,129933,>1m <=5m,ATBI DATABASE,,1446892043000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307866,3937240,35.560221,-83.119933,Upper Cataloochee Creek,Big Bald Branch,5104.569824,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446892043000,GRSM,UNR,,7,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,904953600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000579D3A2E61CA54C062C8E2E5C6C74140,130351,0101000020110F000010AD16764CA861C1D7F5E557F72C5041,129931,>1m <=5m,ATBI DATABASE,,1446892042000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,304038,3937382,35.560751,-83.162177,Lower Raven Fork,,5057.901367,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892042000,GRSM,UNR,,8,,,Hemphill Bald Trail,Heintooga Ridge Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006B9F30566BCA54C043F7887F35C74140,130350,0101000020110F0000A67A3C1655A861C1B71C848C5F2C5041,129930,>1m <=5m,ATBI DATABASE,,1446892042000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303971,3936891,35.556313,-83.162797,Lower Raven Fork,,5087.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446892042000,GRSM,UNR,,7,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000E0C536D0DCB54C0E2DA6A8592C64140,130327,0101000020110F0000752611C0DEA861C1F067066AB52B5041,129929,>1m <=5m,ATBI DATABASE,,1446892041000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303062,3936359,35.55134,-83.172691,Lower Raven Fork,Flat Creek,4892.463867,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892041000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020988800000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001131561506CA54C0DD725F22ACC84140,130352,0101000020110F00007FBEA517FFA761C1E9E6AFADE62D5041,129932,>1m <=5m,ATBI DATABASE,,1446892043000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304559,3938147,35.567746,-83.156617,Upper Cataloochee Creek,Warm Cove Branch,4919.170898,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446892043000,GRSM,UNR,,8,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,909619200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000039DD00D36CCC54C0CCDDD9F13BCC4140,130347,0101000020110F000090EA263109AA61C13A2D71DD9E315041,129927,>1m <=5m,ATBI DATABASE,,1446892040000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,301227,3941309,35.595573,-83.194138,Straight Fork Raven Fork,,4929.011719,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892040000,GRSM,UNR,,6,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,999129600000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000075AD4641D3CC54C00F0D181F84CC4140,130346,0101000020110F00004089BC2F60AA61C16F997F40EA315041,129926,>1m <=5m,ATBI DATABASE,,1446892039000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300666,3941566,35.597775,-83.20039,Straight Fork Raven Fork,,4566.72998,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892039000,GRSM,UNR,,1,,,Spruce Mountain Trail,Balsam Mountain Road (closed Winter),Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030320000000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F208432490CF54C0128A0D1356CE4140,130338,0101000020110F00008CC22173B3AC61C1D94FA4FAD0335041,129919,>1m <=5m,ATBI DATABASE,,1446892034000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,296826,3943231,35.611995,-83.243169,Upper Raven Fork,,4438.077148,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892034000,GRSM,UNR,,5,,,Enloe Creek Trail,Straight Fork Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000E222990374D054C07D9EE5D721CE4140,130337,0101000020110F00007CF259FB74AD61C19AB43D6A9A335041,129918,>1m <=5m,ATBI DATABASE,,1446892034000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,295562,3943083,35.610401,-83.257077,Upper Raven Fork,Raven Fork,3714.570801,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892034000,GRSM,UNR,,7,,,Enloe Creek Trail,Straight Fork Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000003D35090498D054C0510A2A12A2CD4140,130336,0101000020110F0000CAF6DF8E93AD61C1D89EA5F014335041,129917,>1m <=5m,ATBI DATABASE,,1446892033000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,295353,3942655,35.606502,-83.259274,Upper Raven Fork,Ramp Cove Branch,3471.060791,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892033000,GRSM,UNR,,4,,,Enloe Creek Trail,Straight Fork Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,925171200000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000CEE4AA98FBD154C074ED30D2FDCD4140,130335,0101000020110F0000A030858DC1AE61C1AE69CBC874335041,129916,>1m <=5m,ATBI DATABASE,,1446892032000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,293394,3943011,35.609302,-83.280977,Upper Raven Fork,,4797.008789,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446892032000,GRSM,UNR,,4,,,Enloe Creek Trail,Straight Fork Road,Valid,Carex_pensylvanica,Carex  pensylvanica,7061,Pennsylvania Sedge,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Liliopsida,Commelinidae,Spermatophyta,Magnoliophyta, , ,Cyperales, , , , ,Cyperaceae, ,~,observed, , ,cert,INHS plant survey
