the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000042B31B18C1F754C0B45756DC30BC4140,211581,0101000020110F00003BB03FDCD5CE61C15B3D4985E0205041,211353,>1m <=5m,ATBI DATABASE,,1446938532000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239474,3928982,35.470234,-83.871156,Lake Cheoah-Little Tennessee River,Twentymile Creek,1425.765137,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938532000,GRSM,UNR,,4,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,ATBI Ferns
0101000020E6100000F96508119AEA54C0B132B21548B94140,211604,0101000020110F00004199223EAAC361C1A96B3AF4D71D5041,211375,>1m <=5m,ATBI DATABASE,,1446938543000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258058,3925937,35.447506,-83.665649,Lower Fontana Lake-Little Tennessee River,Pilkey Creek,1751.858154,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938543000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000F5B36A6DA0EA54C0C6569CE634B94140,211603,0101000020110F00003D481FA5AFC361C12F6641F4C31D5041,211374,>1m <=5m,ATBI DATABASE,,1446938543000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258021,3925873,35.44692,-83.666038,Lower Fontana Lake-Little Tennessee River,Pilkey Creek,1716.215332,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938543000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056153600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000E52C4A6E8CEA54C0F2669D891AB84140,211605,0101000020110F0000612B72A99EC361C1DE2702999D1C5041,211376,>1m <=5m,ATBI DATABASE,,1446938544000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258106,3924914,35.438303,-83.664817,Lower Fontana Lake-Little Tennessee River,,1753.717651,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938544000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,Northshore Road EIS
0101000020E6100000CB6AC9C9B5E854C00B2182D259B94140,211607,0101000020110F00004974EBF10EC261C191373672EA1D5041,211378,>1m <=5m,ATBI DATABASE,,1446938545000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,260743,3925925,35.448047,-83.636091,Lower Fontana Lake-Little Tennessee River,Kirkland Branch,1763.153564,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938545000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,Northshore Road EIS
0101000020E61000000D0CB429E1E754C0F4E67942FFB84140,211609,0101000020110F00008DF0BB5C5AC161C124F43C088C1D5041,211380,>1m <=5m,ATBI DATABASE,,1446938546000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,261913,3925587,35.445283,-83.623114,Lower Fontana Lake-Little Tennessee River,,1751.640137,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938546000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1083110400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000085D30398D2E754C0853EB0A123B94140,211610,0101000020110F0000E2CF1BFD4DC161C1C18453F3B11D5041,211381,>1m <=5m,ATBI DATABASE,,1446938547000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,261997,3925708,35.446393,-83.622225,Lower Fontana Lake-Little Tennessee River,,1870.688477,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938547000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065398400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B575D82630E654C03D5A106298B94140,211614,0101000020110F00007AD8109BEABF61C1157457AB2B1E5041,211385,>1m <=5m,ATBI DATABASE,,1446938549000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264326,3926042,35.449956,-83.596685,Lower Fontana Lake-Little Tennessee River,Welch Branch,1970.985229,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938549000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1082937600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000E150AEDF42E454C06D301EEF1FB84140,211618,0101000020110F000094B021AA47BE61C12C3C1D39A31C5041,211389,>1m <=5m,ATBI DATABASE,,1446938551000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267026,3924696,35.438468,-83.566578,Fontana Lake-Tuckasegee River,,1744.063599,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446938551000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand,No,day,cert,Northshore Road EIS
0101000020E610000019F0C72783E454C0295C947BAFB94140,211617,0101000020110F000092754D427EBE61C122769EC0431E5041,211388,>1m <=5m,ATBI DATABASE,,1446938550000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266705,3926058,35.450661,-83.570501,Fontana Lake-Tuckasegee River,Glady Branch,1901.381836,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938550000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088640000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed,No,season,cert,Northshore Road EIS
0101000020E6100000414FB70A67E554C033092365E7BA4140,211615,0101000020110F0000EE1494CD3FBF61C122F9F9F6881F5041,211386,>1m <=5m,ATBI DATABASE,,1446938549000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,265470,3927147,35.46018,-83.58441,Fontana Lake-Tuckasegee River,Jenny Branch,1914.039429,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938549000,GRSM,UNR,,1,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,865296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
0101000020E610000089FE3B68B7E354C0BB5E07BF2EBC4140,211619,0101000020110F0000C5E62E37D1BD61C1BBD9CA50DE205041,211390,>1m <=5m,ATBI DATABASE,,1446938551000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,267890,3928193,35.47017,-83.558065,Forney Creek,,2004.522827,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938551000,GRSM,UNR,,5,,,White Oak Branch Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000001C7C226135E154C00C9059D7D7BC4140,211630,0101000020110F0000D4BEF2F0AFBB61C18C34A9A88E215041,211400,>1m <=5m,ATBI DATABASE,,1446938557000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271461,3928674,35.47533,-83.518879,Noland Creek,Bearpen Branch,2376.300293,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938557000,GRSM,UNR,,4,,,Noland Creek Trail,Lakeview Drive East,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085184000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BE1B1FEEA9E054C0250F5CD6DEBC4140,211636,0101000020110F0000CEDDC38139BB61C1BD2681F495215041,211406,>1m <=5m,ATBI DATABASE,,1446938561000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272234,3928678,35.475544,-83.510368,Noland Creek,Noland Creek,2271.351074,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938561000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1085097600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000314FECD62FE354C053E28EC5E3BA4140,211620,0101000020110F00009C91F3135EBD61C1C9FFC92F851F5041,211391,>1m <=5m,ATBI DATABASE,,1446938552000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268612,3927053,35.460069,-83.549791,Fontana Lake-Tuckasegee River,,1922.019287,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938552000,GRSM,UNR,,4,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000037A42BBAD0E254C0B721C846C2BA4140,211622,0101000020110F0000AC568C4C0DBD61C18E3CEC42621F5041,211392,>1m <=5m,ATBI DATABASE,,1446938552000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269136,3926926,35.459047,-83.543986,Fontana Lake-Tuckasegee River,Hyatt Branch,2071.775879,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938552000,GRSM,UNR,,2,,,Tunnel Bypass Trail NC,Lakeview Drive East Parking #4,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1051833600000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000B5F32E58F6DB54C045CC52D6E2BA4140,211640,0101000020110F00006B7A1A4D3BB761C171C65636841F5041,211410,>1m <=5m,ATBI DATABASE,,1446938564000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,278858,3926791,35.460041,-83.436907,Deep Creek,Deep Creek,1798.450317,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446938564000,GRSM,UNR,,6,,,Noland Divide Trail,Deep Creek Campground Entrance Road,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087344000000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,by hand, ,day,cert,ATBI Aphid Study
0101000020E61000007F3C38FBEAD154C0E3B39C5B13E14140,211665,0101000020110F000087CE1071B3AE61C1C545283069475041,211434,>1m <=5m,ATBI DATABASE,,1446938581000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293870,3959549,35.758396,-83.279963,East Fork Dunn Creek,Ogle Spring Branch,2228.783936,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446938581000,GRSM,UNR,,7,,,Old Settlers Trail,Foothills Parkway Section 8a,Valid,Magnolia_tripetala,Magnolia  tripetala,23802,Umbrella Magnolia,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,832550400000,Plantae,Tracheobionta, , ,Magnoliopsida,Magnoliidae,Spermatophyta,Magnoliophyta, , ,Magnoliales, , , , ,Magnoliaceae, ,~,observed, ,day,cert,Ted Simons Bird Survey
