the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E610000057836A62A5F554C09D15503652BE4140,209249,0101000020110F00004F41157C0BCD61C1CD43234A19235041,209071,>1m <=5m,ATBI DATABASE,,1446937253000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,242517,3930742,35.486877,-83.838215,Lake Cheoah-Little Tennessee River,Proctor Branch,2436.567871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937253000,GRSM,UNR,,6,,,Long Hungry Ridge Trail,Payne Cemetery Access Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1084060800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,sifting litter, , ,cert,ATBI Coleoptera Survey
0101000020E6100000DA01D71553C554C0AEB7D9A11FCB4140,209295,0101000020110F0000616FC16201A461C16B8C63ED75305041,209117,>1m <=5m,ATBI DATABASE,,1446937280000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311259,3940128,35.586896,-83.083192,Upper Cataloochee Creek,,4626.60498,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446937280000,GRSM,UNR,,7,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1026604800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000069599ED7FDC354C01ACB7F3E0DCB4140,209301,0101000020110F0000650A6491DFA261C1D04249B962305041,209123,>1m <=5m,ATBI DATABASE,,1446937283000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313145,3940026,35.586335,-83.062364,Lower Johnathans Creek,,4897.581543,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446937283000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118188800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005AC260520ACB54C05D553C5632C64140,209289,0101000020110F00002A32EB1CDCA861C1C495B202512B5041,209111,>1m <=5m,ATBI DATABASE,,1446937277000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,303072,3936033,35.548404,-83.172501,Lower Raven Fork,Flat Creek,4759.305176,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937277000,GRSM,UNR,,10,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,996537600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
0101000020E610000042CFAB3C0CC954C0E27CD3BCAFCB4140,209291,0101000020110F00004F86D5E52AA761C1EECC846D0C315041,209113,>1m <=5m,ATBI DATABASE,,1446937278000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,305998,3940729,35.591294,-83.141368,Upper Cataloochee Creek,Hurricane Creek,3913.109375,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446937278000,GRSM,UNR,,7,,,Rough Fork Trail,Heintooga Ridge Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027900800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005B1E2729C9C854C044BEDE0C1DCC4140,209292,0101000020110F00004EE40EEEF1A661C15DF1DA987E315041,209114,>1m <=5m,ATBI DATABASE,,1446937279000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,306377,3941091,35.59463,-83.137274,Upper Cataloochee Creek,Hurricane Creek,3564.366211,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446937279000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027900800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000004E0736D75ED754C03B594E6830CC4140,209278,0101000020110F00008C5A08F254B361C1BBD294D092315041,209100,>1m <=5m,ATBI DATABASE,,1446937271000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285730,3941629,35.59522,-83.36516,Upper Oconaluftee River,Kephart Prong,3176.44458,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937271000,GRSM,UNR,,6,,,Kephart Prong Trail,Newfound Gap Road South,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056067200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000057AEFEA2A0DF54C0D2F5689DBDC44140,209265,0101000020110F0000D03A6D3158BA61C14C311BF9CB295041,209087,>1m <=5m,ATBI DATABASE,,1446937262000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273876,3935462,35.53703,-83.494175,Noland Creek,,5328.973633,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937262000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995328000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000002BE587DAEEDD54C09D959A6810C84140,209266,0101000020110F00007C69EEC7E7B861C149141417442D5041,209088,>1m <=5m,ATBI DATABASE,,1446937263000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276349,3938282,35.562994,-83.467699,Noland Creek,,5435.604004,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446937263000,GRSM,UNR,,6,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058572800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,by hand, , ,cert,ATBI Coleoptera Survey
0101000020E610000092A5886C3DD854C0EC46EA00F2C94140,209276,0101000020110F0000EBB549FC11B461C1CC668EF03A2F5041,209098,>1m <=5m,ATBI DATABASE,,1446937269000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,284452,3939714,35.577691,-83.378745,Upper Oconaluftee River,,4263.538086,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937269000,GRSM,UNR,,4,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027296000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000015BDF38E2ADB54C01A79F330C1CC4140,209271,0101000020110F00009846C2398EB661C1E64C1E0A2A325041,209093,>1m <=5m,ATBI DATABASE,,1446937266000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280368,3942250,35.599639,-83.424469,Deep Creek,,4523.935547,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937266000,GRSM,UNR,,4,,,Deep Creek Trail,Newfound Gap Road South,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1027296000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000003B61CEDBD4D954C0C370940D82CF4140,209273,0101000020110F0000720717056CB561C1ECD9B6600A355041,209095,>1m <=5m,ATBI DATABASE,,1446937267000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282316,3944590,35.62115,-83.403613,Upper Oconaluftee River,,5828.839355,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937267000,GRSM,UNR,,7,,,Appalachian Trail,Newfound Gap Road North,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1144972800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000395AC9B213DC54C04374174736CE4140,209268,0101000020110F0000361B423B54B761C1600310C3AF335041,209090,>1m <=5m,ATBI DATABASE,,1446937264000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279110,3943545,35.611025,-83.438698,West Prong Little Pigeon River Upper,Beech Flats Prong,5392.720215,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446937264000,GRSM,UNR,,10,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1158278400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E610000095CEBDA3A0DD54C015C7096CBED44140,209267,0101000020110F0000F4E8915AA5B861C1B1EA3226833A5041,209089,>1m <=5m,ATBI DATABASE,,1446937263000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277057,3949261,35.662054,-83.462926,Le Conte Creek,Le Conte Creek,4394.594238,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446937263000,GRSM,UNR,,6,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1070668800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000F78D3DE88ADB54C0FCAD90FEC6D64140,209270,0101000020110F0000EFFBFE0DE0B661C1D58CC65FA33C5041,209092,>1m <=5m,ATBI DATABASE,,1446937265000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280050,3950950,35.677941,-83.430349,Porters Creek,Enloe Hollow Branch,4907.617188,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937265000,GRSM,UNR,,7,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1073260800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E61000005ADCD56473D954C02717F02D0AD64140,209275,0101000020110F000091FE383E19B561C186ECBCF7DD3B5041,209097,>1m <=5m,ATBI DATABASE,,1446937269000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282993,3950238,35.672179,-83.397664,Porters Creek,Porters Creek,2648.368896,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937269000,GRSM,UNR,,8,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1058486400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling, , ,cert,ATBI Coleoptera Survey
0101000020E6100000928D601374D954C00257B4648ED54140,209274,0101000020110F0000DC0476D219B561C19B1B908E5C3B5041,209096,>1m <=5m,ATBI DATABASE,,1446937268000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282979,3949819,35.668401,-83.397706,Porters Creek,Boulevard Prong,2778.78418,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446937268000,GRSM,UNR,,4,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Machaerodes_carinatus,Machaerodes  carinatus,23647,Carinate Antloving Rove Beetle,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1003363200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Coleoptera,Staphyliniformia,Polyphaga, ,Staphylinoidea,Staphylinidae, ,~,Berlese sampling,No, ,cert,ATBI Coleoptera Survey
