the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000310E1ACCCFFB54C0FD8DDA2AECBF4140,219343,0101000020110F00008CC5FD0748D261C131790AEDC4245041,219277,>1m <=5m,ATBI DATABASE,,1446942968000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233816,3932386,35.499388,-83.934554,Chilhowee Lake,Parson Branch,1353.338135,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446942968000,GRSM,UNR,,3,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1316908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000029B6DD5F38C554C0A7B84B9ECFCA4140,219433,0101000020110F0000052643B3EAA361C1169FB95D22305041,219367,>1m <=5m,ATBI DATABASE,,1446943020000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311401,3939854,35.584454,-83.081562,Upper Cataloochee Creek,McKee Branch,4458.981445,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943020000,GRSM,UNR,,6,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1008892800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,pitfall trap, , ,cert,ATBI Pilot Study
0101000020E6100000375F8F03DBC354C0543A526983CB4140,219434,0101000020110F00000EC0FAFCC1A261C164F63422DE305041,219368,>1m <=5m,ATBI DATABASE,,1446943020000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313346,3940422,35.589941,-83.060239,Lower Johnathans Creek,Messer Branch,4522.999512,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446943020000,GRSM,UNR,,7,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087776000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000056203BEE42D754C0AC97183811CB4140,219410,0101000020110F00000C7ECC3D3DB361C18F9D01E066305041,219344,>1m <=5m,ATBI DATABASE,,1446943007000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,285861,3940653,35.586456,-83.363456,Upper Oconaluftee River,Kanati Fork,2888.110352,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943007000,GRSM,UNR,,2,,,Kanati Fork Trail,Newfound Gap Road South,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1119657600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E6100000C5D8725C5DD354C0B4EF3B9AEBC04140,219417,0101000020110F0000EF345E01EEAF61C12AA55469CF255041,219351,>1m <=5m,ATBI DATABASE,,1446943011000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291173,3931728,35.507183,-83.302569,Lower Oconaluftee River,Oconaluftee River,2004.54895,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943011000,GRSM,UNR,,5,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086480000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000005DB626058D954C0866D767149CA4140,219404,0101000020110F0000DE82144C02B561C125AE8C3F962F5041,219338,>1m <=5m,ATBI DATABASE,,1446943004000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282894,3940048,35.580359,-83.396015,Deep Creek,Wild Cherry Branch,4752.765625,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446943004000,GRSM,UNR,,6,,,Thomas Divide Trail,Thomas Divide Trail Pullout Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1313712000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000850B1B93F5DF54C0F22E0F8095D74140,219389,0101000020110F0000A3F1B454A0BA61C18B2EEE4A7B3D5041,219323,>1m <=5m,ATBI DATABASE,,1446942995000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273821,3951806,35.684243,-83.49936,Le Conte Creek,Le Conte Creek,2107.668945,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942995000,GRSM,UNR,,6,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086048000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000072892D81F7DF54C08599949491D74140,219388,0101000020110F0000639052F8A1BA61C172DEAB31773D5041,219322,>1m <=5m,ATBI DATABASE,,1446942995000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273810,3951793,35.684123,-83.499477,Le Conte Creek,Le Conte Creek,2134.150146,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942995000,GRSM,UNR,,7,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1033344000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000001B88C5A5F3DF54C014B6169BD3D74140,219390,0101000020110F0000C6D2B7B19EBA61C16FCC813BBC3D5041,219324,>1m <=5m,ATBI DATABASE,,1446942996000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273837,3952016,35.686138,-83.499242,Le Conte Creek,Le Conte Creek,1973.946045,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942996000,GRSM,UNR,,1,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1117238400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E6100000064D8557D6DD54C01A14BED82AD74140,219392,0101000020110F0000102F90F6D2B861C1C0848EC60B3D5041,219326,>1m <=5m,ATBI DATABASE,,1446942997000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276813,3951369,35.680988,-83.466203,Baskins Creek,Baskins Creek,3239.740967,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446942997000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1320192000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000A463376192DB54C0A9EBFD045FD64140,219393,0101000020110F000068E4AF66E6B661C1948599AA363C5041,219327,>1m <=5m,ATBI DATABASE,,1446942998000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,280000,3950599,35.674768,-83.430805,Porters Creek,Trillium Branch,4571.896484,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446942998000,GRSM,UNR,,4,,,Brushy Mountain Trail,Roaring Fork Motor Nature Trail,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,973468800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,pitfall trap, , ,cert,ATBI Pilot Study
0101000020E6100000FE3761887DDA54C00FC3643D84D74140,219397,0101000020110F0000845B5D46FBB561C1F1BDB03E693D5041,219331,>1m <=5m,ATBI DATABASE,,1446943000000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281554,3951554,35.683716,-83.413908,Porters Creek,Long Branch,3146.763672,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943000000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,unspecified, ,season,cert,ATBI Ants
0101000020E6100000552D6BF363DA54C0DBCAD05A8CD74140,219398,0101000020110F00001178548CE5B561C18DCCE0BA713D5041,219332,>1m <=5m,ATBI DATABASE,,1446943001000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281696,3951578,35.683964,-83.412346,Porters Creek,Long Branch,3085.734375,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943001000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,unspecified, ,season,cert,ATBI Ants
0101000020E61000004EBA113C3CDA54C08B36CC7287D74140,219399,0101000020110F0000786832D1C3B561C12B4D90996C3D5041,219333,>1m <=5m,ATBI DATABASE,,1446943001000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281915,3951556,35.683814,-83.409922,Porters Creek,,2940.30542,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943001000,GRSM,UNR,,10,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,unspecified, ,season,cert,ATBI Ants
0101000020E61000001DDD2F9C74D954C0D5829720B0D64140,219406,0101000020110F0000E953A7461AB561C125AE3D778B3C5041,219340,>1m <=5m,ATBI DATABASE,,1446943005000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283000,3950800,35.677243,-83.397738,Porters Creek,Porters Creek,2474.725586,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943005000,GRSM,UNR,,3,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,840931200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,Berlese sampling, , ,cert,General
0101000020E61000001B048D01C8D954C0BB61B4FEFED74140,219400,0101000020110F0000A4D1AC1A61B561C15CF63F9AE93D5041,219334,>1m <=5m,ATBI DATABASE,,1446943002000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282567,3951945,35.687462,-83.402828,Porters Creek,,2392.820068,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943002000,GRSM,UNR,,9,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,unspecified, ,season,cert,ATBI Ants
0101000020E61000007D927D8894D954C0BD21C6D8FAD74140,219402,0101000020110F0000BDC2646335B561C102DCD343E53D5041,219336,>1m <=5m,ATBI DATABASE,,1446943003000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282851,3951924,35.687336,-83.399687,Porters Creek,,2261.775146,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446943003000,GRSM,UNR,,7,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Myrmecina_americana,Myrmecina  americana,24621,American Mite Eating Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Myrmicinae,Myrmecinini,unspecified, ,season,cert,ATBI Ants
